KIC,P12,G,2MASS,GLAT,GLON,Teffc,e_Teffc,Teff,e_Teff,Dnu,e_Dnu,numax,e_numax,Notes,Teff1,e_Teff1,[M/H]1,e_[M/H]1,M1,E_M1,e_M1,R1,E_R1,e_R1,log.g1,E_log.g1,e_log.g1,rho1,E_rho1,e_rho1,Teff2,e_Teff2,[M/H]2,e_[M/H]2,M2,E_M2,e_M2,R2,E_R2,e_R2,log.g2,E_log.g2,e_log.g2,rho2,E_rho2,e_rho2,_RA,_DE
3940854,1,0,J19090448+3903344,70.15,13.545,4681,92,4504,85,5.5,0.11,58.01,1.78,PUBLIC                                       ,4458,72,0.3,0.04,1.48,0.16,0.15,9.59,0.4,0.39,2.644,0.014,0.014,0.00168,0.00005,0.00005,4547,72,0.41,0.04,1.59,0.19,0.19,9.84,0.46,0.45,2.651,0.015,0.014,0.00166,0.00005,0.00005,287.26868,39.059559
3838075,1,0,J19102163+3855184,70.126,13.26,4694,86,4500,79,4.2,0.09,37.28,1.16,"GO,RC,PUBLIC                                 ",4547,81,0.08,0.05,1.25,0.15,0.14,10.89,0.5,0.49,2.461,0.014,0.015,0.00097,0.00003,0.00003,4612,81,0.13,0.05,1.28,0.15,0.14,10.98,0.51,0.5,2.464,0.014,0.015,0.00097,0.00003,0.00003,287.59015,38.921791
4042951,1,1,J19085447+3908037,70.207,13.605,5081,110,4830,99,4.11,0.09,32.1,0.77,"GOLD,KASC,PUBLIC                             ",4845,106,-0.55,0.07,0.97,0.1,0.11,10.17,0.41,0.43,2.411,0.012,0.012,0.00093,0.00003,0.00003,4831,106,-0.66,0.07,0.96,0.11,0.1,10.13,0.43,0.43,2.41,0.012,0.011,0.00093,0.00003,0.00003,287.22699,39.13438
4143460,1,0,J19101154+3914584,70.419,13.425,4871,88,4642,80,4.23,0.09,39.65,1.22,"RC,PUBLIC                                    ",4722,96,-0.31,0.07,1.54,0.22,0.2,11.59,0.62,0.58,2.496,0.015,0.015,0.00098,0.00003,0.00003,4741,96,-0.36,0.07,1.56,0.21,0.2,11.64,0.59,0.6,2.497,0.014,0.015,0.00098,0.00003,0.00003,287.5481,39.249561
3733028,1,0,J19080055+3852026,69.882,13.655,4979,90,4810,84,13.11,0.26,179.8,3.45,"GO,SEIS_INTEREST,PUBLIC                      ",4874,83,0.03,0.05,1.64,0.15,0.15,5.57,0.2,0.21,3.16,0.009,0.01,0.00948,0.00027,0.00027,4853,83,0.03,0.05,1.62,0.15,0.15,5.54,0.2,0.21,3.159,0.009,0.01,0.0095,0.00028,0.00027,287.00229,38.86739
3631821,1,0,J19082717+3845234,69.815,13.531,5233,101,4994,92,5.5,0.11,58.26,1.43,"RC,PUBLIC                                    ",4880,88,-0.11,0.06,1.88,0.17,0.26,10.45,0.39,0.59,2.672,0.011,0.014,0.00165,0.00006,0.00005,4857,88,-0.14,0.06,1.82,0.2,0.21,10.33,0.46,0.5,2.67,0.013,0.013,0.00166,0.00005,0.00005,287.11322,38.756519
3734104,1,0,J19093644+3849232,69.972,13.353,4693,79,4468,72,5.85,0.14,58.4,1.9,"SEIS_INTEREST,PUBLIC                         ",4514,83,0.02,0.05,1.21,0.17,0.15,8.6,0.46,0.43,2.651,0.016,0.016,0.0019,0.00006,0.00006,4588,83,0.06,0.05,1.27,0.16,0.16,8.76,0.44,0.43,2.656,0.015,0.016,0.00189,0.00007,0.00007,287.40186,38.82312
4350501,1,1,J19081716+3924583,70.421,13.829,5016,91,4759,82,11.03,0.24,143.83,3.69,"GOLD,KASC,GO,SEIS_INTEREST,RGB,PUBLIC        ",4727,92,-0.2,0.06,1.56,0.18,0.17,6.12,0.28,0.27,3.057,0.012,0.013,0.00679,0.00022,0.00022,4744,92,-0.23,0.06,1.57,0.19,0.17,6.13,0.28,0.28,3.057,0.012,0.013,0.00679,0.00022,0.00022,287.07156,39.416222
4141815,1,0,J19072538+3915428,70.206,13.919,4827,114,4640,106,4.6,0.09,43.56,0.93,"GO,RC,PUBLIC                                 ",4684,85,-0.03,0.06,1.48,0.12,0.16,10.88,0.31,0.5,2.535,0.01,0.011,0.00116,0.00003,0.00003,4713,85,-0.02,0.06,1.5,0.11,0.16,10.93,0.29,0.51,2.537,0.01,0.011,0.00116,0.00003,0.00003,286.85574,39.261902
3835996,1,1,J19070488+3855567,69.868,13.847,4952,84,4714,76,5.02,0.1,46.25,1.05,"GOLD,KASC,PUBLIC                             ",4550,95,-0.27,0.06,1.19,0.12,0.11,9.48,0.39,0.36,2.559,0.011,0.011,0.00139,0.00004,0.00004,4614,95,-0.29,0.06,1.21,0.13,0.11,9.53,0.4,0.36,2.561,0.011,0.011,0.00139,0.00004,0.00004,286.77036,38.932419
4041405,1,0,J19063068+3909078,70.029,14.037,4552,75,4367,69,2.58,0.06,18.81,0.43,"HALO,GO,PUBLIC                               ",4402,107,-0.57,0.08,1.11,0.13,0.11,14.46,0.66,0.62,2.165,0.012,0.012,0.00037,0.00001,0.00001,4506,107,-0.62,0.08,1.14,0.12,0.12,14.61,0.63,0.63,2.167,0.012,0.012,0.00037,0.00001,0.00001,286.62787,39.15218
4140726,1,1,J19054715+3912431,70.028,14.189,4768,81,4550,74,4.91,0.1,49.96,1.29,"GOLD,KASC,GO,PUBLIC                          ",4569,83,0.03,0.05,1.61,0.16,0.16,10.65,0.43,0.41,2.589,0.012,0.012,0.00133,0.00004,0.00004,4628,83,0.06,0.05,1.66,0.17,0.18,10.77,0.42,0.44,2.592,0.012,0.013,0.00133,0.00004,0.00004,286.44647,39.211979
4348593,1,0,J19050911+3924239,70.161,14.38,5065,112,4961,108,5.08,0.1,63.68,3.97,"ROTATOR,RC,PUBLIC                            ",5018,82,0.04,0.05,3.23,0.39,0.41,13.12,0.53,0.58,2.707,0.017,0.018,0.00142,0.00004,0.00004,4958,82,0.04,0.05,3.04,0.42,0.39,12.93,0.58,0.62,2.701,0.018,0.02,0.00142,0.00004,0.00004,286.28799,39.406639
3938291,1,0,J19045945+3900266,69.771,14.249,5173,93,4993,87,9.31,0.17,115.1,2.94,"GO,SEIS_INTEREST,PUBLIC                      ",4831,88,-0.11,0.06,1.65,0.18,0.17,7.02,0.29,0.28,2.964,0.012,0.013,0.00478,0.00013,0.00012,4821,88,-0.13,0.06,1.64,0.18,0.17,7.01,0.28,0.29,2.963,0.012,0.013,0.00478,0.00013,0.00012,286.24771,39.007408
4039306,1,1,J19032027+3909475,69.786,14.605,4943,88,4688,79,4.19,0.11,33.74,0.99,"GOLD,KASC,GO,RC,PUBLIC                       ",4642,89,-0.14,0.06,0.98,0.13,0.09,10.08,0.53,0.39,2.424,0.013,0.011,0.00096,0.00003,0.00004,4682,89,-0.15,0.06,0.99,0.13,0.09,10.12,0.51,0.37,2.426,0.012,0.011,0.00096,0.00003,0.00004,285.8345,39.163189
4039831,1,0,J19040553+3907060,69.804,14.453,4226,64,     ,     ,1.11,0.03,7.2,0.22,"KASC,GO,PUBLIC,LUMINOUS_RGB                  ",4039,78,0.14,0.05,1.51,0.36,0.25,28.09,2.5,1.94,1.72,0.02,0.017,0.00007,0,0,4196,78,0.25,0.05,1.64,0.23,0.2,28.94,1.62,1.46,1.729,0.014,0.015,0.00007,0,0,286.02304,39.11834
4244973,1,0,J19040802+3919394,70.005,14.529,4989,93,4831,88,4.7,0.12,51.29,1.72,"GOLD,KASC,RC,PUBLIC                          ",4835,74,0.25,0.05,2.28,0.52,0.38,12.35,1.03,0.73,2.614,0.019,0.017,0.00121,0.00005,0.00005,4824,74,0.31,0.05,2.27,0.54,0.39,12.34,1.06,0.78,2.613,0.02,0.017,0.00121,0.00005,0.00005,286.03345,39.327621
4139914,1,0,J19042759+3913355,69.936,14.431,4768,86,4612,80,4.24,0.13,37.55,0.96,"RC,PUBLIC                                    ",4671,89,-0.13,0.06,1.29,0.16,0.15,10.94,0.58,0.56,2.47,0.012,0.012,0.00099,0.00004,0.00004,4703,89,-0.13,0.06,1.3,0.16,0.15,10.97,0.58,0.55,2.472,0.012,0.012,0.00099,0.00004,0.00004,286.11499,39.22654
4139784,1,0,J19041566+3913194,69.916,14.464,4703,78,4532,73,4.85,0.13,48.1,1.01,PUBLIC                                       ,4531,79,0.11,0.05,1.49,0.16,0.15,10.45,0.48,0.44,2.572,0.009,0.01,0.0013,0.00005,0.00005,4600,79,0.17,0.05,1.53,0.2,0.16,10.58,0.59,0.48,2.574,0.011,0.01,0.00129,0.00005,0.00005,286.06528,39.222069
4040211,1,0,J19044200+3911182,69.919,14.373,4823,85,4597,77,4.21,0.08,38.57,1.06,PUBLIC                                       ,4570,95,-0.29,0.07,1.39,0.14,0.14,11.24,0.46,0.46,2.478,0.013,0.013,0.00098,0.00003,0.00003,4629,95,-0.31,0.07,1.42,0.16,0.15,11.31,0.47,0.46,2.481,0.014,0.013,0.00098,0.00003,0.00003,286.17499,39.1884
3936921,1,1,J19023934+3905592,69.672,14.702,4543,93,4393,87,3.51,0.1,26.78,0.9,"GOLD,KASC,PUBLIC                             ",4441,82,0.06,0.05,0.96,0.11,0.06,11.31,0.48,0.35,2.318,0.012,0.011,0.00067,0.00003,0.00003,4534,82,0.11,0.05,0.99,0.12,0.07,11.41,0.54,0.39,2.322,0.012,0.011,0.00067,0.00003,0.00003,285.66394,39.099781
3937217,1,0,J19031206+3903066,69.67,14.585,4853,78,4620,71,3.71,0.07,29.15,0.84,"KASC,GO,ROTATOR,PUBLIC                       ",4616,93,-0.22,0.06,1.01,0.11,0.09,11.02,0.45,0.41,2.358,0.013,0.013,0.00076,0.00002,0.00002,4663,93,-0.24,0.06,1.03,0.11,0.1,11.08,0.44,0.42,2.36,0.013,0.013,0.00076,0.00002,0.00002,285.80026,39.051842
4243796,1,1,J19021801+3923330,69.923,14.88,4659,75,4490,70,4.26,0.08,38.27,0.94,"GOLD,KASC,RC,PUBLIC                          ",4530,78,0.14,0.05,1.28,0.14,0.13,10.86,0.45,0.44,2.472,0.012,0.012,0.001,0.00003,0.00003,4600,78,0.2,0.05,1.31,0.13,0.12,10.94,0.47,0.38,2.475,0.011,0.012,0.00099,0.00003,0.00003,285.57504,39.392521
4243803,1,0,J19021841+3921543,69.897,14.868,4646,85,4492,79,1.83,0.04,16.4,0.62,"GOLD,KASC,SEIS_OUTLIER                       ",4457,84,0,0.05,2.74,0.36,0.39,24.53,1.36,1.39,2.094,0.019,0.02,0.00018,0.00001,0.00001,4546,84,0.05,0.05,2.92,0.38,0.39,25.17,1.26,1.31,2.103,0.017,0.018,0.00018,0.00001,0.00001,285.57675,39.365108
4346893,1,0,J19022272+3925218,69.958,14.878,4610,88,4473,83,3.93,0.08,32.93,1.11,"GO,RC,PUBLIC                                 ",4458,73,0.28,0.04,1.1,0.15,0.13,10.9,0.55,0.48,2.403,0.015,0.014,0.00085,0.00003,0.00003,4547,73,0.39,0.04,1.12,0.17,0.15,10.96,0.6,0.54,2.406,0.016,0.014,0.00085,0.00003,0.00003,285.5947,39.422722
4346319,1,0,J19011998+3924387,69.864,15.059,4815,80,4613,73,4.66,0.09,45.06,1.07,"HALO,GO,PUBLIC                               ",4670,78,0.15,0.05,1.57,0.11,0.17,11.01,0.26,0.52,2.55,0.011,0.012,0.00118,0.00003,0.00003,4702,78,0.2,0.05,1.6,0.09,0.16,11.1,0.23,0.46,2.552,0.01,0.011,0.00118,0.00003,0.00003,285.33328,39.41077
3833819,1,0,J19032549+3856334,69.584,14.502,4988,82,4796,76,12.34,0.22,155.21,3.25,"GO,SEIS_INTEREST,PUBLIC                      ",4731,86,-0.06,0.06,0,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,4747,86,-0.06,0.06,        ,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,285.85623,38.942612
3730125,1,0,J19031998+3853489,69.533,14.5,4477,67,4268,61,1.29,0.1,8.5,0.69,"KASC,PUBLIC,LUMINOUS_RGB                     ",4295,95,-0.27,0.06,1.29,0.49,0.37,23.86,3.44,2.75,1.79,0.034,0.034,0.00009,0.00001,0.00001,4427,95,-0.26,0.06,1.55,0.57,0.54,25.64,3.63,3.96,1.81,0.033,0.038,0.00009,0.00001,0.00001,285.83328,38.896919
3833399,1,0,J19024305+3854594,69.503,14.618,4855,82,4781,79,4.13,0.09,37.8,0.87,"RC,PUBLIC                                    ",4532,86,-0.04,0.06,1.39,0.15,0.15,11.4,0.51,0.48,2.468,0.011,0.011,0.00094,0.00003,0.00003,4601,86,-0.02,0.06,1.42,0.16,0.16,11.49,0.53,0.52,2.47,0.011,0.011,0.00094,0.00003,0.00003,285.67938,38.916512
3729799,1,1,J19024540+3853198,69.48,14.6,4766,83,4574,77,4.1,0.09,37.46,0.79,"GOLD,KASC,PUBLIC                             ",4566,97,-0.33,0.07,1.44,0.14,0.14,11.56,0.44,0.46,2.469,0.01,0.01,0.00093,0.00003,0.00003,4626,97,-0.36,0.07,1.46,0.14,0.14,11.61,0.48,0.47,2.47,0.01,0.01,0.00093,0.00003,0.00003,285.68921,38.88884
3834190,1,0,J19035788+3857041,69.635,14.409,4750,77,4543,71,4.02,0.09,33.94,1.78,PUBLIC                                       ,4496,78,0.16,0.05,1.1,0.2,0.16,10.75,0.69,0.54,2.418,0.022,0.019,0.00089,0.00003,0.00003,4574,78,0.23,0.05,1.14,0.22,0.18,10.87,0.74,0.62,2.422,0.023,0.021,0.00089,0.00003,0.00003,285.99118,38.951141
4242705,1,0,J19003627+3919470,69.73,15.157,4552,70,4358,64,1.92,0.04,13.31,0.68,"GO,PUBLIC                                    ",4297,97,-0.34,0.07,1.1,0.23,0.19,17.57,1.18,1.1,1.991,0.025,0.024,0.0002,0.00001,0.00001,4428,97,-0.34,0.07,1.21,0.23,0.21,18.12,1.19,1.11,2.004,0.024,0.025,0.0002,0.00001,0.00001,285.15115,39.329739
4445711,1,1,J19002413+3933085,69.927,15.28,4825,99,4648,92,4.24,0.09,36.07,0.99,"GOLD,KASC,PUBLIC                             ",4745,95,-0.29,0.07,1.17,0.13,0.12,10.59,0.45,0.45,2.456,0.013,0.013,0.00099,0.00003,0.00003,4758,95,-0.34,0.07,1.17,0.14,0.13,10.59,0.46,0.46,2.457,0.013,0.013,0.00099,0.00003,0.00003,285.10056,39.552368
4241369,1,0,J18584517+3919401,69.585,15.487,4912,128,4769,121,5.72,0.11,61.18,2.16,PUBLIC                                       ,4873,84,-0.02,0.06,1.89,0.22,0.29,10.22,0.44,0.64,2.697,0.016,0.02,0.00179,0.00006,0.00006,4852,84,-0.02,0.06,1.84,0.26,0.26,10.1,0.51,0.56,2.695,0.016,0.019,0.00179,0.00005,0.00006,284.68823,39.327831
4345370,1,1,J18593517+3926488,69.763,15.384,4872,98,4617,88,4.03,0.09,31.81,0.69,"GOLD,HALO,KASC,GO,PUBLIC                     ",4621,125,-1.03,0.09,0.99,0.11,0.1,10.35,0.45,0.41,2.406,0.011,0.011,0.0009,0.00003,0.00003,4667,125,-1.17,0.09,1.01,0.11,0.1,10.41,0.45,0.41,2.408,0.011,0.011,0.0009,0.00003,0.00003,284.89658,39.446911
4445549,1,0,J19000722+3930320,69.864,15.313,5190,104,4918,93,15.98,1.16,200.21,4.45,PUBLIC                                       ,4868,101,-0.42,0.07,0.91,0.21,0.13,3.94,0.4,0.26,3.209,0.011,0.011,0.01485,0.00089,0.00114,4848,101,-0.51,0.07,0.87,0.19,0.12,3.86,0.35,0.24,3.209,0.011,0.011,0.01512,0.00085,0.00105,285.03012,39.508911
3935987,1,1,J19005919+3902510,69.491,14.979,4351,70,4212,66,2.59,0.06,20.63,0.52,"GOLD,KASC,PUBLIC                             ",4200,75,0.21,0.05,1.28,0.15,0.12,15.1,0.71,0.61,2.188,0.012,0.012,0.00037,0.00001,0.00001,4357,75,0.33,0.05,1.37,0.16,0.14,15.49,0.71,0.68,2.194,0.012,0.012,0.00037,0.00001,0.00001,285.24664,39.047501
3934458,1,0,J18583476+3900115,69.261,15.393,4741,93,4593,87,4.25,0.09,36.91,0.89,PUBLIC                                       ,4692,88,-0.11,0.06,1.22,0.12,0.12,10.72,0.43,0.44,2.464,0.011,0.012,0.00099,0.00003,0.00003,4718,88,-0.11,0.06,1.23,0.12,0.12,10.75,0.42,0.44,2.465,0.011,0.011,0.00099,0.00003,0.00003,284.64484,39.003208
4136374,1,0,J18592010+3912373,69.517,15.337,4869,95,4699,88,5.14,0.11,52.36,1.4,PUBLIC                                       ,4803,84,0,0.05,1.79,0.12,0.27,10.82,0.27,0.71,2.623,0.012,0.014,0.00144,0.00005,0.00004,4800,84,0.01,0.05,1.8,0.13,0.27,10.84,0.26,0.73,2.623,0.012,0.015,0.00144,0.00005,0.00004,284.83377,39.210369
4036300,1,0,J18592624+3909431,69.479,15.3,4877,79,4682,73,4.37,0.09,38.6,0.92,"RC,PUBLIC                                    ",4701,87,-0.07,0.06,1.27,0.12,0.15,10.68,0.37,0.51,2.483,0.012,0.013,0.00104,0.00003,0.00003,4725,87,-0.08,0.06,1.28,0.11,0.14,10.7,0.37,0.47,2.485,0.011,0.013,0.00104,0.00003,0.00003,284.85938,39.161999
4036007,1,1,J18590060+3908481,69.431,15.371,4844,84,4633,77,4.37,0.09,37.76,0.83,"GOLD,KASC,GO,SEIS_INTEREST,PUBLIC            ",4761,100,-0.41,0.07,1.2,0.13,0.13,10.46,0.4,0.44,2.476,0.012,0.011,0.00105,0.00003,0.00003,4770,100,-0.48,0.07,1.21,0.12,0.13,10.49,0.4,0.45,2.477,0.012,0.011,0.00105,0.00003,0.00003,284.75253,39.146721
5084662,1,1,J19074241+4017127,71.196,14.282,5020,89,4759,80,4.49,0.1,41.17,0.84,"GOLD,KASC,GO,RC,PUBLIC                       ",4860,96,-0.3,0.07,1.44,0.12,0.12,10.91,0.4,0.35,2.519,0.01,0.011,0.0011,0.00003,0.00003,4842,96,-0.36,0.07,1.43,0.13,0.14,10.89,0.42,0.41,2.518,0.01,0.01,0.00111,0.00003,0.00003,286.92673,40.28688
5172229,1,1,J19075054+4018279,71.227,14.267,4903,108,4711,100,4.36,0.1,39.86,0.88,"GOLD,KASC,PUBLIC,LUMINOUS_RGB                ",4500,99,-0.38,0.07,1.33,0.15,0.14,10.8,0.45,0.46,2.495,0.01,0.011,0.00105,0.00004,0.00004,4577,99,-0.42,0.07,1.35,0.15,0.13,10.87,0.47,0.45,2.497,0.011,0.011,0.00105,0.00004,0.00004,286.96063,40.30777
4821839,1,1,J19092124+3958014,71.026,13.865,4540,99,4323,90,2.36,0.05,19.56,0.94,"GOLD,KASC,PUBLIC,LUMINOUS_RGB                ",4303,78,0.14,0.05,1.53,0.24,0.24,17.09,0.94,0.99,2.158,0.021,0.023,0.00031,0.00001,0.00001,4433,78,0.23,0.05,1.74,0.29,0.29,17.93,0.98,1.23,2.175,0.021,0.024,0.0003,0.00001,0.00001,287.33853,39.967072
4548615,1,0,J19103139+3939298,70.83,13.534,4092,67,     ,     ,0.77,0.03,3.94,0.21,"KASC,GO,PUBLIC,LUMINOUS_RGB                  ",4070,105,-0.53,0.07,1.03,0.28,0.17,31.45,3.1,1.93,1.456,0.026,0.022,0.00003,0,0,4227,105,-0.53,0.07,1.14,0.3,0.22,32.64,3.17,2.51,1.467,0.024,0.024,0.00003,0,0,287.6308,39.658291
4548564,1,1,J19102651+3938261,70.806,13.541,4622,82,4437,76,5.98,0.13,56.47,1.32,"GOLD,KASC,PUBLIC                             ",4503,97,-0.33,0.07,1.05,0.12,0.11,8.09,0.35,0.34,2.643,0.013,0.011,0.00199,0.00006,0.00006,4580,97,-0.36,0.07,1.08,0.12,0.11,8.16,0.34,0.35,2.647,0.012,0.012,0.00198,0.00006,0.00006,287.61047,39.640591
4640537,1,1,J19083362+3944043,70.743,13.91,4718,78,4490,71,4.04,0.1,34.21,0.86,"GOLD,KASC,GO,RC,PUBLIC                       ",4509,79,0.12,0.05,1.12,0.14,0.13,10.76,0.53,0.52,2.422,0.012,0.012,0.0009,0.00003,0.00003,4584,79,0.18,0.05,1.15,0.14,0.13,10.86,0.53,0.53,2.425,0.011,0.012,0.00089,0.00003,0.00003,287.14008,39.73455
4640930,1,0,J19091350+3947572,70.857,13.819,4995,84,4740,76,13.38,0.3,179.53,7.66,PUBLIC                                       ,4902,86,-0.06,0.06,1.45,0.23,0.2,5.28,0.29,0.28,3.155,0.018,0.019,0.00987,0.00032,0.00031,4873,86,-0.08,0.06,1.41,0.22,0.21,5.23,0.28,0.29,3.151,0.019,0.02,0.0099,0.00032,0.0003,287.30624,39.79924
5083936,1,0,J19062317+4016004,71.073,14.505,5000,127,4845,120,4.23,0.1,34.8,1.05,PUBLIC                                       ,4837,99,-0.39,0.07,1.09,0.14,0.12,10.35,0.52,0.48,2.444,0.014,0.014,0.00098,0.00003,0.00003,4825,99,-0.47,0.07,1.08,0.15,0.13,10.34,0.52,0.49,2.444,0.014,0.014,0.00098,0.00003,0.00003,286.59656,40.266781
4995788,1,0,J19061805+4008027,70.941,14.467,4836,74,4654,69,13.4,0.26,166.08,3.3,"GO,SEIS_INTEREST,RGB,PUBLIC                  ",4585,76,0.19,0.05,1.06,0.1,0.08,4.73,0.18,0.15,3.112,0.01,0.009,0.00999,0.00027,0.00028,4640,76,0.27,0.05,1.09,0.1,0.09,4.78,0.17,0.16,3.115,0.01,0.009,0.00992,0.00027,0.00027,286.57523,40.134102
4546625,1,1,J19070489+3941133,70.58,14.151,4676,72,4453,66,4.09,0.09,34.07,0.88,"GOLD,KASC,PUBLIC,LUMINOUS_RGB                ",4554,82,0.03,0.05,1.07,0.12,0.11,10.53,0.46,0.44,2.423,0.012,0.012,0.00092,0.00003,0.00003,4617,82,0.07,0.05,1.09,0.12,0.12,10.6,0.47,0.45,2.425,0.012,0.011,0.00092,0.00003,0.00003,286.77039,39.68705
4448636,1,1,J19053720+3935214,70.371,14.37,4611,70,4420,65,3.97,0.1,33.78,0.82,"GOLD,KASC,GO,RC,PUBLIC                       ",4452,74,0.25,0.05,1.13,0.14,0.14,10.95,0.54,0.53,2.414,0.012,0.012,0.00086,0.00003,0.00003,4542,74,0.35,0.05,1.16,0.15,0.14,11.04,0.56,0.56,2.417,0.012,0.011,0.00086,0.00003,0.00003,286.405,39.589298
4908025,1,1,J19054455+4004016,70.834,14.538,4110,57,     ,     ,1.23,0.03,7.85,0.22,"GOLD,KASC,GO,PUBLIC,LUMINOUS_RGB             ",4025,81,0.07,0.05,1.33,0.08,0.12,25.18,0.51,1.04,1.76,0.012,0.013,0.00008,0,0,4182,81,0.17,0.05,1.39,0.17,0.14,25.58,1.23,1.09,1.765,0.013,0.013,0.00008,0,0,286.43564,40.067131
4995218,1,1,J19052121+4006450,70.846,14.625,4605,78,4441,72,1.81,0.05,13.29,0.93,"GOLD,KASC,PUBLIC,LUMINOUS_RGB                ",4418,86,-0.06,0.06,0,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,4517,86,-0.02,0.06,        ,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,286.33838,40.112499
4545474,1,1,J19050807+3936007,70.343,14.46,4600,92,4429,86,3.93,0.1,37.47,0.88,"GOLD,KASC,PUBLIC                             ",4458,78,0.14,0.05,1.59,0.18,0.17,12.28,0.59,0.57,2.46,0.011,0.011,0.00086,0.00003,0.00003,4547,78,0.22,0.05,1.65,0.19,0.18,12.47,0.61,0.6,2.463,0.011,0.011,0.00085,0.00003,0.00003,286.28363,39.600201
4638317,1,1,J19044459+3947192,70.491,14.604,4646,79,4427,72,3.4,0.08,27.9,0.93,"GOLD,KASC,PUBLIC,LUMINOUS_RGB                ",4439,97,-0.32,0.07,1.17,0.16,0.16,12.2,0.61,0.65,2.33,0.016,0.017,0.00064,0.00002,0.00002,4532,97,-0.34,0.07,1.2,0.17,0.15,12.35,0.63,0.61,2.335,0.016,0.016,0.00064,0.00002,0.00002,286.18582,39.78867
4818830,1,1,J19041252+3959394,70.644,14.779,5014,88,4735,79,4.62,0.1,40.93,1.02,"GOLD,KASC,GO,PUBLIC                          ",4810,94,-0.25,0.06,1.23,0.23,0.17,10.17,0.72,0.57,2.513,0.015,0.015,0.00117,0.00005,0.00005,4805,94,-0.29,0.06,1.23,0.22,0.15,10.16,0.71,0.51,2.513,0.014,0.015,0.00117,0.00005,0.00005,286.05222,39.994301
4906950,1,0,J19035235+4004005,70.687,14.867,4657,102,4511,96,5.23,0.1,53.73,3.06,PUBLIC                                       ,4513,80,0.09,0.05,1.33,0.24,0.2,9.57,0.59,0.55,2.598,0.024,0.023,0.00151,0.00004,0.00004,4587,80,0.14,0.05,1.47,0.28,0.24,9.91,0.64,0.6,2.612,0.024,0.024,0.00151,0.00004,0.00004,285.96814,40.066818
4637793,1,0,J19035057+3946161,70.404,14.756,4631,75,4414,68,4.01,0.1,35.5,0.83,PUBLIC                                       ,4524,90,-0.16,0.06,1.29,0.15,0.14,11.33,0.55,0.52,2.441,0.011,0.012,0.00089,0.00003,0.00003,4595,90,-0.15,0.06,1.32,0.16,0.15,11.44,0.58,0.56,2.443,0.011,0.012,0.00089,0.00003,0.00003,285.96072,39.77116
4818420,1,0,J19033150+3959383,70.591,14.899,4746,77,4518,70,4.54,0.13,40.7,1.19,PUBLIC                                       ,4556,94,-0.27,0.06,1.18,0.18,0.16,10.1,0.56,0.56,2.501,0.014,0.013,0.00115,0.00005,0.00005,4619,94,-0.29,0.06,1.2,0.19,0.17,10.18,0.59,0.55,2.503,0.014,0.014,0.00114,0.00005,0.00005,285.88126,39.993969
4818312,1,0,J19032074+3958448,70.563,14.925,4809,80,4610,74,4.89,0.11,44.28,1.03,PUBLIC                                       ,4602,98,-0.37,0.07,1.17,0.14,0.12,9.6,0.46,0.41,2.542,0.012,0.012,0.00132,0.00004,0.00005,4653,98,-0.41,0.07,1.18,0.14,0.12,9.64,0.45,0.4,2.543,0.011,0.012,0.00132,0.00004,0.00004,285.83646,39.979111
4636731,1,1,J19015849+3947218,70.275,15.093,4556,71,4340,64,2.89,0.06,23,0.65,"GOLD,KASC,PUBLIC,LUMINOUS_RGB                ",4341,88,-0.1,0.06,1.22,0.15,0.13,13.83,0.64,0.6,2.243,0.014,0.014,0.00046,0.00001,0.00001,4461,88,-0.06,0.06,1.28,0.14,0.14,14.06,0.6,0.63,2.247,0.013,0.014,0.00046,0.00001,0.00001,285.49374,39.789398
4729586,1,0,J19025839+3951559,70.425,14.946,4686,86,4482,79,3.53,0.08,29.64,0.79,PUBLIC                                       ,4519,96,-0.29,0.07,1.26,0.15,0.13,12.22,0.57,0.52,2.363,0.013,0.013,0.00069,0.00002,0.00002,4591,96,-0.32,0.07,1.28,0.15,0.14,12.31,0.57,0.54,2.365,0.013,0.013,0.00069,0.00002,0.00002,285.74332,39.865528
4543229,1,0,J19010350+3939104,70.074,15.202,4517,74,4324,68,3.18,0.09,25.67,0.71,PUBLIC                                       ,4375,95,-0.28,0.06,1.17,0.16,0.15,12.74,0.7,0.67,2.294,0.014,0.014,0.00056,0.00002,0.00002,4485,95,-0.28,0.06,1.22,0.16,0.15,12.94,0.69,0.67,2.298,0.014,0.014,0.00056,0.00002,0.00002,285.26462,39.652901
4446405,1,0,J19013780+3931538,70.003,15.053,4846,82,4620,75,5.76,0.14,60.97,2.1,PUBLIC                                       ,4629,89,-0.13,0.06,1.52,0.22,0.21,9.38,0.49,0.5,2.675,0.017,0.017,0.00184,0.00006,0.00006,4672,89,-0.13,0.06,1.55,0.22,0.2,9.46,0.5,0.48,2.678,0.016,0.018,0.00184,0.00006,0.00006,285.40753,39.531609
