KIC,P12,G,2MASS,GLAT,GLON,Teffc,e_Teffc,Teff,e_Teff,Dnu,e_Dnu,numax,e_numax,Notes,Teff1,e_Teff1,[M/H]1,e_[M/H]1,M1,E_M1,e_M1,R1,E_R1,e_R1,log.g1,E_log.g1,e_log.g1,rho1,E_rho1,e_rho1,Teff2,e_Teff2,[M/H]2,e_[M/H]2,M2,E_M2,e_M2,R2,E_R2,e_R2,log.g2,E_log.g2,e_log.g2,rho2,E_rho2,e_rho2,_RA,_DE
11521197,1,0,J19511870+4925512,83.078,11.354,4945,87,4685,78,6.13,0.12,67.85,1.54,PUBLIC                                       ,4748,85,-0.03,0.06,1.77,0.18,0.17,9.5,0.37,0.38,2.731,0.012,0.012,0.00207,0.00006,0.00006,4760,85,-0.03,0.06,1.78,0.18,0.18,9.51,0.37,0.37,2.731,0.011,0.012,0.00207,0.00006,0.00006,297.82794,49.430908
11468340,1,0,J19504214+4920471,82.953,11.401,5088,100,4823,90,4.71,0.15,41.81,1.27,PUBLIC                                       ,4732,86,-0.05,0.06,1.19,0.3,0.25,9.94,1.07,0.87,2.518,0.017,0.016,0.00121,0.00007,0.00008,4748,86,-0.05,0.06,1.2,0.31,0.26,9.97,1.05,0.92,2.519,0.017,0.017,0.00121,0.00008,0.00008,297.6756,49.346432
11415994,1,0,J19501861+4916459,82.862,11.425,5018,101,4708,90,3.46,0.22,28.37,1.5,"SEIS_OUTLIER,PUBLIC                          ",4627,99,-0.38,0.07,1.14,0.32,0.25,11.95,1.29,1.04,2.342,0.023,0.023,0.00067,0.00006,0.00006,4671,99,-0.43,0.07,1.18,0.33,0.28,12.1,1.29,1.14,2.345,0.023,0.024,0.00067,0.00006,0.00006,297.57755,49.27943
11674666,1,0,J19505446+4945288,83.338,11.569,5086,95,4753,84,4.02,0.1,32.46,0.93,"KASC,PUBLIC,LUMINOUS_RGB                     ",4770,91,-0.19,0.06,1.05,0.13,0.09,10.59,0.51,0.41,2.411,0.012,0.011,0.00089,0.00003,0.00003,4776,91,-0.22,0.06,1.06,0.13,0.09,10.63,0.52,0.42,2.412,0.013,0.012,0.00089,0.00003,0.00003,297.72693,49.758018
11673900,1,0,J19493580+4946360,83.252,11.764,4936,85,4677,77,4.56,0.11,43,0.87,"KASC,PUBLIC                                  ",4690,83,0.02,0.05,1.48,0.12,0.16,10.93,0.36,0.5,2.53,0.01,0.01,0.00113,0.00004,0.00003,4717,83,0.04,0.05,1.5,0.11,0.13,10.95,0.37,0.4,2.531,0.01,0.01,0.00113,0.00003,0.00003,297.3992,49.776691
11674692,1,0,J19505682+4942247,83.296,11.539,5153,95,4888,86,6.97,0.14,84.45,1.74,PUBLIC                                       ,4916,73,0.26,0.05,2.3,0.15,0.27,9.58,0.24,0.46,2.836,0.009,0.011,0.00263,0.00007,0.00007,4883,73,0.32,0.05,2.29,0.15,0.3,9.56,0.25,0.51,2.834,0.01,0.011,0.00263,0.00007,0.00007,297.73679,49.706871
11775398,1,0,J19495386+4958483,83.458,11.818,4903,92,4778,87,4.16,0.1,33.26,1.48,PUBLIC                                       ,4576,84,0.01,0.05,0.98,0.15,0.09,10.13,0.58,0.43,2.419,0.016,0.012,0.00094,0.00003,0.00003,4633,84,0.04,0.05,0.99,0.15,0.09,10.17,0.56,0.41,2.422,0.015,0.012,0.00094,0.00003,0.00003,297.47446,49.98011
11775511,1,0,J19500511+4958454,83.472,11.791,4735,81,4617,78,5.21,0.11,47.27,1.05,PUBLIC                                       ,4509,96,-0.31,0.07,1.08,0.12,0.11,8.96,0.37,0.38,2.567,0.011,0.011,0.00151,0.00005,0.00005,4584,96,-0.34,0.07,1.11,0.11,0.12,9.03,0.36,0.38,2.569,0.011,0.012,0.0015,0.00005,0.00005,297.5213,49.97929
11090395,1,0,J19391133+4838293,81.417,12.745,4973,84,4738,76,4.2,0.09,37.42,2.16,PUBLIC                                       ,4721,91,-0.18,0.06,1.32,0.25,0.22,11.09,0.73,0.71,2.469,0.023,0.026,0.00097,0.00003,0.00003,4740,91,-0.2,0.06,1.32,0.26,0.22,11.09,0.75,0.69,2.469,0.024,0.025,0.00097,0.00003,0.00003,294.79724,48.641491
11037290,1,0,J19410465+4833399,81.489,12.43,4926,74,4730,69,4.41,0.08,42.46,1.18,PUBLIC                                       ,4585,79,0.11,0.05,1.53,0.16,0.15,11.28,0.43,0.42,2.519,0.012,0.013,0.00107,0.00003,0.00003,4640,79,0.17,0.05,1.56,0.16,0.13,11.35,0.44,0.38,2.522,0.012,0.012,0.00107,0.00003,0.00003,295.26938,48.561089
11037219,1,0,J19405702+4830122,81.427,12.423,5064,85,4975,83,8.45,0.17,118.02,6.61,PUBLIC                                       ,4875,75,0.21,0.05,2.35,0.25,0.31,8.41,0.34,0.4,2.957,0.018,0.019,0.00394,0.00011,0.00011,4853,75,0.26,0.05,2.29,0.3,0.26,8.37,0.35,0.37,2.956,0.017,0.02,0.00394,0.00011,0.00011,295.23758,48.503399
11090673,1,0,J19393991+4836531,81.429,12.663,5148,127,4884,115,2.26,1.02,22.14,1.98,PUBLIC                                       ,4625,95,-0.28,0.07,1.5,0.81,0.56,15.58,3.91,2.97,2.23,0.037,0.04,0.0004,0.0001,0.00009,4669,95,-0.32,0.07,1.64,0.86,0.65,16.22,3.88,3.43,2.233,0.038,0.04,0.00039,0.0001,0.00009,294.91632,48.614761
11037292,1,0,J19410468+4831071,81.45,12.411,4789,81,4574,74,2.4,0.06,17.1,0.39,"KASC,PUBLIC                                  ",4375,110,-0.66,0.08,1.11,0.14,0.11,15.17,0.73,0.65,2.123,0.012,0.012,0.00032,0.00001,0.00001,4486,110,-0.72,0.08,1.15,0.13,0.12,15.33,0.72,0.66,2.126,0.011,0.011,0.00032,0.00001,0.00001,295.26953,48.518639
11251136,1,0,J19402247+4854010,81.745,12.688,4867,72,4640,66,3.2,0.07,28.88,0.73,PUBLIC                                       ,4491,81,0.07,0.05,1.69,0.19,0.19,14.4,0.62,0.62,2.348,0.012,0.012,0.00056,0.00002,0.00002,4571,81,0.13,0.05,1.73,0.2,0.18,14.54,0.68,0.64,2.351,0.012,0.012,0.00056,0.00002,0.00002,295.09363,48.900299
11197101,1,0,J19400580+4853316,81.716,12.725,5085,98,4930,92,3.89,0.11,28.45,1.04,"HALO,GO,SEIS_OUTLIER,PUBLIC                  ",4632,98,-0.35,0.07,0.86,0.07,0.04,10.24,0.3,0.23,2.359,0.012,0.011,0.00081,0.00003,0.00003,4674,98,-0.4,0.07,0.86,0.09,0.04,10.23,0.36,0.24,2.36,0.012,0.011,0.00081,0.00003,0.00003,295.0242,48.892109
11250488,1,0,J19390946+4859158,81.732,12.906,4791,76,4582,70,2.87,0.06,24.39,0.57,PUBLIC                                       ,4516,89,-0.12,0.06,1.6,0.17,0.15,15.2,0.62,0.6,2.277,0.011,0.011,0.00045,0.00001,0.00001,4589,89,-0.11,0.06,1.63,0.18,0.17,15.32,0.65,0.64,2.279,0.011,0.012,0.00045,0.00001,0.00001,294.78946,48.98774
11250341,1,0,J19385296+4858172,81.697,12.939,4542,88,4314,80,5.12,0.1,50.19,2.18,PUBLIC                                       ,4515,90,-0.17,0.06,1.25,0.21,0.2,9.53,0.56,0.57,2.578,0.02,0.022,0.00145,0.00004,0.00004,4589,90,-0.16,0.06,1.32,0.21,0.19,9.69,0.53,0.53,2.585,0.019,0.021,0.00145,0.00004,0.00004,294.72067,48.971451
11196963,1,0,J19394853+4850333,81.649,12.745,4860,83,4623,76,3.33,0.07,23.74,1.11,PUBLIC                                       ,4516,93,-0.24,0.06,0.88,0.09,0.06,11.39,0.4,0.31,2.276,0.013,0.011,0.0006,0.00002,0.00002,4589,93,-0.25,0.06,0.9,0.11,0.06,11.43,0.47,0.31,2.278,0.015,0.012,0.0006,0.00002,0.00002,294.95224,48.84259
11252233,1,0,J19421475+4854397,81.898,12.419,5051,85,4792,77,3.73,0.08,31.49,0.72,"KASC,PUBLIC                                  ",4512,82,0.05,0.05,1.2,0.13,0.12,11.63,0.51,0.5,2.386,0.011,0.011,0.00076,0.00003,0.00003,4587,82,0.09,0.05,1.22,0.14,0.13,11.7,0.54,0.54,2.389,0.011,0.011,0.00076,0.00003,0.00003,295.56149,48.911041
11251837,1,0,J19413490+4857561,81.897,12.541,4743,93,4602,88,3.45,0.07,28.13,0.85,PUBLIC                                       ,4446,77,0.17,0.05,1.14,0.15,0.14,12.04,0.58,0.57,2.334,0.014,0.014,0.00065,0.00002,0.00002,4538,77,0.25,0.05,1.17,0.16,0.15,12.16,0.62,0.64,2.337,0.015,0.014,0.00065,0.00002,0.00002,295.39545,48.965591
11357931,1,0,J19414361+4907441,82.057,12.594,5182,87,4923,79,4.14,0.09,36.16,0.84,PUBLIC                                       ,4697,88,-0.12,0.06,1.27,0.13,0.12,11.06,0.47,0.46,2.455,0.011,0.011,0.00094,0.00003,0.00003,4723,88,-0.12,0.06,1.28,0.13,0.13,11.09,0.47,0.46,2.456,0.011,0.011,0.00094,0.00003,0.00003,295.43173,49.128929
11197457,1,0,J19404363+4852560,81.755,12.628,5083,79,4832,72,4.46,0.1,39.71,1,PUBLIC                                       ,4624,85,-0.02,0.06,1.23,0.15,0.15,10.41,0.49,0.54,2.492,0.012,0.013,0.00109,0.00004,0.00004,4668,85,0,0.06,1.27,0.13,0.18,10.58,0.36,0.66,2.494,0.012,0.014,0.00109,0.00004,0.00003,295.18179,48.882229
11145563,1,0,J19421036+4845550,81.76,12.363,5236,87,4962,79,3.85,0.1,30.3,0.9,PUBLIC                                       ,4730,96,-0.31,0.07,1.02,0.12,0.11,10.79,0.52,0.48,2.381,0.013,0.013,0.00081,0.00003,0.00003,4746,96,-0.37,0.07,1.02,0.13,0.11,10.81,0.53,0.5,2.381,0.013,0.014,0.00081,0.00003,0.00003,295.54318,48.765282
11146230,1,0,J19430627+4843443,81.799,12.21,5171,105,4975,98,4.4,0.09,32.23,2.18,"HALO,GO,PUBLIC                               ",4881,96,-0.31,0.07,0.93,0.1,0.1,9.59,0.43,0.42,2.443,0.016,0.017,0.00105,0.00003,0.00003,4857,96,-0.38,0.07,0.93,0.09,0.11,9.58,0.41,0.41,2.442,0.015,0.016,0.00105,0.00003,0.00003,295.77615,48.728981
10983401,1,0,J19412188+4826466,81.407,12.336,5240,91,5093,86,7.67,0.15,92.86,2.62,"PUBLIC,SEIS_DWARF                            ",4926,77,0.17,0.05,2.03,0.32,0.22,8.61,0.48,0.38,2.879,0.016,0.016,0.0032,0.00009,0.00009,4891,77,0.2,0.05,2,0.34,0.21,8.55,0.52,0.37,2.876,0.016,0.015,0.0032,0.00009,0.00009,295.34119,48.446289
11146152,1,0,J19425889+4846276,81.83,12.249,4811,75,4637,70,3.56,0.07,32,0.74,PUBLIC                                       ,4504,75,0.21,0.05,1.51,0.16,0.14,12.94,0.54,0.51,2.392,0.011,0.011,0.0007,0.00002,0.00002,4580,75,0.29,0.05,1.54,0.17,0.16,13.04,0.59,0.56,2.395,0.011,0.011,0.00069,0.00002,0.00002,295.74539,48.774342
11145672,1,0,J19422021+4847282,81.796,12.351,5374,91,5136,83,5.55,0.13,60.27,1.49,PUBLIC                                       ,4964,88,-0.09,0.06,2.04,0.24,0.23,10.68,0.52,0.51,2.691,0.01,0.012,0.00168,0.00006,0.00006,4918,88,-0.13,0.06,2.01,0.2,0.26,10.61,0.47,0.59,2.688,0.011,0.012,0.00168,0.00006,0.00006,295.5842,48.791168
11359175,1,0,J19434435+4907121,82.203,12.297,5038,86,4814,79,4.18,0.08,35.32,1.34,"KASC,PUBLIC                                  ",4622,85,-0.02,0.06,1.12,0.15,0.14,10.52,0.52,0.5,2.441,0.017,0.017,0.00096,0.00003,0.00003,4667,85,0,0.06,1.13,0.16,0.15,10.56,0.53,0.52,2.443,0.016,0.017,0.00096,0.00003,0.00003,295.93481,49.120029
11358755,1,0,J19430565+4907303,82.158,12.394,4872,79,4651,72,3.99,0.09,37.03,0.77,PUBLIC                                       ,4484,85,-0.02,0.06,1.49,0.15,0.15,11.91,0.5,0.5,2.458,0.01,0.01,0.00088,0.00003,0.00003,4566,85,0.01,0.06,1.52,0.18,0.16,12,0.56,0.53,2.46,0.01,0.011,0.00088,0.00003,0.00003,295.77356,49.125111
11358669,1,0,J19425925+4911303,82.21,12.44,5131,100,4915,92,8.51,0.2,92.38,5.44,"PUBLIC,LUMINOUS_RGB                          ",4634,79,0.12,0.05,1.07,0.2,0.13,6.45,0.42,0.27,2.85,0.024,0.02,0.00398,0.00013,0.00012,4676,79,0.17,0.05,1.15,0.22,0.18,6.62,0.43,0.36,2.858,0.025,0.021,0.00398,0.00013,0.00013,295.74689,49.191761
11252437,1,0,J19423208+4856290,81.948,12.391,4832,77,4632,71,3.41,0.08,26.83,0.86,PUBLIC                                       ,4484,80,0.1,0.05,1.06,0.14,0.11,11.84,0.61,0.49,2.316,0.014,0.012,0.00064,0.00002,0.00002,4565,80,0.17,0.05,1.07,0.16,0.12,11.88,0.67,0.52,2.318,0.015,0.012,0.00064,0.00002,0.00002,295.6337,48.94141
11305250,1,0,J19424145+4900432,82.024,12.4,5343,89,5145,82,7.48,0.13,93.81,1.97,PUBLIC                                       ,4950,86,-0.06,0.06,2.24,0.23,0.2,9.02,0.32,0.35,2.88,0.011,0.012,0.00308,0.00008,0.00008,4908,86,-0.08,0.06,2.19,0.21,0.19,8.94,0.35,0.33,2.878,0.011,0.011,0.00309,0.00008,0.00008,295.67273,49.012001
11358607,1,0,J19425146+4911542,82.207,12.462,5052,86,4807,78,4.13,0.11,34.18,0.88,PUBLIC                                       ,4743,92,-0.21,0.06,1.1,0.13,0.12,10.57,0.49,0.49,2.432,0.012,0.012,0.00093,0.00003,0.00003,4756,92,-0.25,0.06,1.11,0.12,0.12,10.58,0.48,0.48,2.433,0.012,0.012,0.00094,0.00003,0.00003,295.71445,49.19841
11147717,1,0,J19451197+4844271,81.973,11.909,4858,85,4605,76,2.8,0.07,20.44,0.88,PUBLIC                                       ,4589,99,-0.37,0.07,1.05,0.17,0.14,13.45,0.76,0.68,2.201,0.02,0.018,0.00043,0.00002,0.00002,4643,99,-0.42,0.07,1.07,0.17,0.15,13.55,0.8,0.7,2.204,0.019,0.019,0.00043,0.00002,0.00002,296.2999,48.74086
11147596,1,0,J19450046+4844282,81.959,11.937,4467,67,4311,62,2.62,0.06,21.8,0.71,PUBLIC                                       ,4278,74,0.24,0.05,1.47,0.18,0.18,15.67,0.74,0.75,2.212,0.015,0.016,0.00038,0.00001,0.00001,4415,74,0.35,0.05,1.57,0.21,0.2,16.1,0.82,0.83,2.221,0.015,0.015,0.00038,0.00001,0.00001,296.25192,48.741192
11146647,1,0,J19433937+4847181,81.896,12.156,4847,80,4615,72,3.36,0.08,30.52,0.82,PUBLIC                                       ,4469,84,-0.01,0.06,0,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,4555,84,0.03,0.06,        ,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,295.91409,48.788368
11199105,1,0,J19432236+4848110,81.887,12.205,4788,76,4591,70,3.76,0.09,32.02,1.67,"KASC,PUBLIC                                  ",4406,73,0.27,0.04,1.14,0.2,0.15,11.35,0.71,0.57,2.384,0.022,0.019,0.00078,0.00003,0.00003,4508,73,0.38,0.04,1.23,0.25,0.23,11.65,0.83,0.81,2.394,0.024,0.024,0.00077,0.00003,0.00003,295.8432,48.803082
11199783,1,0,J19442439+4852593,82.04,12.091,5173,90,4891,81,4.68,0.13,45.14,1.03,PUBLIC                                       ,4672,81,0.08,0.05,1.55,0.14,0.19,10.97,0.33,0.63,2.55,0.011,0.011,0.00119,0.00005,0.00004,4704,81,0.12,0.05,1.58,0.12,0.19,11.02,0.34,0.6,2.552,0.011,0.011,0.00119,0.00005,0.00004,296.10165,48.88316
11252706,1,0,J19425474+4855219,81.96,12.327,5159,88,4943,81,4.51,0.08,41.73,0.83,"KASC,PUBLIC                                  ",4731,85,-0.04,0.06,1.43,0.1,0.14,10.88,0.28,0.43,2.519,0.01,0.01,0.00111,0.00003,0.00003,4748,85,-0.03,0.06,1.44,0.09,0.12,10.9,0.29,0.37,2.519,0.009,0.01,0.00111,0.00003,0.00003,295.72809,48.92276
11360886,1,0,J19461811+4906040,82.385,11.917,4984,91,4723,82,4.19,0.08,44.98,1.19,PUBLIC                                       ,4756,87,-0.07,0.06,2.35,0.26,0.23,13.43,0.57,0.53,2.551,0.014,0.012,0.00097,0.00003,0.00003,4766,87,-0.08,0.06,2.37,0.25,0.24,13.44,0.57,0.52,2.552,0.013,0.013,0.00097,0.00003,0.00003,296.57547,49.101109
11413138,1,0,J19460251+4913014,82.47,12.009,4763,76,4588,71,4.6,0.12,46.02,1.44,PUBLIC                                       ,4471,79,0.12,0.05,1.52,0.19,0.16,10.88,0.54,0.5,2.545,0.014,0.014,0.00118,0.00004,0.00004,4556,79,0.19,0.05,1.61,0.19,0.18,11.14,0.53,0.53,2.552,0.014,0.014,0.00117,0.00004,0.00004,296.5105,49.217079
11200573,1,0,J19454086+4852191,82.13,11.9,4959,78,4714,71,4.04,0.11,33.66,1.07,PUBLIC                                       ,4544,84,-0.01,0.06,1.07,0.15,0.12,10.63,0.57,0.5,2.417,0.015,0.013,0.00089,0.00003,0.00003,4610,84,0.02,0.06,1.1,0.15,0.13,10.71,0.59,0.5,2.419,0.015,0.014,0.00089,0.00003,0.00003,296.42029,48.871979
11307599,1,0,J19460997+4900577,82.298,11.897,5119,105,4872,95,4.17,0.18,35.58,1.2,PUBLIC                                       ,4800,96,-0.3,0.07,1.21,0.2,0.18,10.83,0.78,0.72,2.452,0.015,0.015,0.00096,0.00006,0.00006,4798,96,-0.36,0.07,1.21,0.21,0.18,10.82,0.82,0.74,2.452,0.015,0.015,0.00096,0.00006,0.00006,296.5416,49.016029
11308784,1,0,J19475132+4903336,82.47,11.673,4863,81,4677,76,6.12,0.13,61.58,1.17,"KASC,PUBLIC                                  ",4600,93,-0.24,0.06,1.3,0.12,0.12,8.55,0.33,0.33,2.687,0.01,0.01,0.00207,0.00007,0.00006,4651,93,-0.26,0.06,1.31,0.12,0.12,8.59,0.31,0.32,2.688,0.01,0.01,0.00207,0.00006,0.00006,296.96387,49.059341
11308660,1,0,J19473927+4900441,82.412,11.68,4775,77,4607,72,4.28,0.09,36.86,0.85,PUBLIC                                       ,4556,80,0.08,0.05,1.13,0.13,0.13,10.41,0.48,0.51,2.457,0.011,0.012,0.001,0.00003,0.00003,4619,80,0.14,0.05,1.16,0.14,0.15,10.51,0.5,0.59,2.459,0.012,0.011,0.001,0.00004,0.00004,296.91367,49.012272
11361765,1,0,J19473596+4907029,82.502,11.738,4991,86,4804,80,9.22,0.17,103.1,2.13,PUBLIC                                       ,4814,95,-0.27,0.06,1.25,0.11,0.11,6.44,0.23,0.23,2.917,0.01,0.01,0.00468,0.00012,0.00012,4808,95,-0.33,0.06,1.25,0.11,0.1,6.44,0.23,0.22,2.917,0.01,0.01,0.00469,0.00013,0.00012,296.89984,49.117481
11414700,1,0,J19482168+4917037,82.712,11.707,5052,90,4790,81,4.22,0.09,37.72,0.94,PUBLIC                                       ,4643,87,-0.08,0.06,1.32,0.14,0.14,11.05,0.46,0.48,2.471,0.011,0.012,0.00098,0.00003,0.00003,4682,87,-0.07,0.06,1.33,0.14,0.14,11.09,0.48,0.49,2.472,0.012,0.012,0.00098,0.00003,0.00003,297.09036,49.284382
12121377,1,0,J19470288+5040101,83.862,12.543,4972,82,4755,75,4.49,0.11,43.21,1.12,PUBLIC                                       ,4739,87,-0.09,0.06,1.57,0.21,0.16,11.24,0.58,0.44,2.533,0.013,0.012,0.00111,0.00004,0.00004,4753,87,-0.1,0.06,1.58,0.21,0.16,11.26,0.59,0.44,2.534,0.013,0.012,0.00111,0.00004,0.00004,296.76202,50.669498
12122151,1,0,J19482040+5036278,83.904,12.333,4903,90,4764,85,5.06,0.1,51.07,1.28,PUBLIC                                       ,4658,87,-0.08,0.06,1.58,0.18,0.16,10.4,0.43,0.44,2.604,0.012,0.013,0.00141,0.00004,0.00004,4694,87,-0.07,0.06,1.6,0.2,0.17,10.44,0.47,0.42,2.605,0.013,0.013,0.00141,0.00004,0.00004,297.08502,50.607738
12121656,1,0,J19473328+5038372,83.877,12.46,4975,82,4816,77,4.25,0.1,37.97,1.09,PUBLIC                                       ,4818,91,-0.19,0.06,1.37,0.17,0.15,11.13,0.55,0.5,2.481,0.013,0.014,0.00099,0.00003,0.00003,4812,91,-0.23,0.06,1.37,0.17,0.14,11.12,0.55,0.49,2.481,0.013,0.014,0.00099,0.00003,0.00003,296.88867,50.643681
12024640,1,0,J19490295+5025171,83.79,12.146,4952,86,4720,78,8.45,0.19,90.1,2.18,PUBLIC                                       ,4616,85,-0.04,0.06,1.08,0.13,0.11,6.49,0.3,0.27,2.848,0.012,0.011,0.00396,0.00013,0.00013,4663,85,-0.02,0.06,1.11,0.12,0.11,6.55,0.29,0.27,2.849,0.012,0.011,0.00394,0.00013,0.00012,297.2623,50.421429
11775041,1,0,J19491544+4959530,83.425,11.917,5078,93,4842,85,4.13,0.08,34.22,2.16,PUBLIC                                       ,5046,103,-0.47,0.07,1.14,0.35,0.27,10.67,1.06,0.91,2.438,0.037,0.033,0.00094,0.00003,0.00003,4979,103,-0.6,0.07,1.18,0.27,0.2,10.77,0.86,0.69,2.442,0.029,0.025,0.00094,0.00003,0.00003,297.31436,49.998081
11924919,1,0,J19473277+5017319,83.558,12.297,4976,96,4836,91,9.26,0.17,114.52,2.86,PUBLIC                                       ,4782,79,0.12,0.05,1.64,0.18,0.17,7.03,0.29,0.29,2.959,0.012,0.013,0.00472,0.00013,0.00012,4785,79,0.15,0.05,1.64,0.18,0.16,7.03,0.29,0.28,2.959,0.012,0.012,0.00472,0.00013,0.00012,296.88657,50.29221
11974612,1,0,J19480868+5020094,83.644,12.233,4856,82,4593,74,4.64,0.12,40.16,1,PUBLIC                                       ,4528,102,-0.46,0.07,1.05,0.14,0.12,9.57,0.5,0.47,2.497,0.013,0.012,0.0012,0.00005,0.00004,4598,102,-0.52,0.07,1.07,0.14,0.12,9.65,0.5,0.47,2.499,0.013,0.012,0.00119,0.00005,0.00004,297.03619,50.335972
11924806,1,0,J19472232+5015040,83.508,12.302,5079,89,4872,82,8.74,0.21,116.37,5.7,PUBLIC                                       ,4923,84,-0.01,0.06,2.12,0.34,0.31,7.94,0.43,0.41,2.963,0.021,0.022,0.00422,0.00016,0.00016,4888,84,-0.02,0.06,2.03,0.29,0.26,7.83,0.39,0.38,2.958,0.021,0.022,0.00423,0.00015,0.00016,296.84302,50.251129
11825166,1,0,J19480315+5001081,83.35,12.097,4770,78,4543,71,5.29,0.1,50.31,1.16,PUBLIC                                       ,4547,91,-0.17,0.06,0,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,4612,91,-0.17,0.06,        ,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,297.01315,50.018929
11773616,1,0,J19465655+4956303,83.195,12.219,4545,67,4354,62,3.16,0.08,27.15,0.84,PUBLIC                                       ,4301,74,0.24,0.05,1.34,0.18,0.16,13.43,0.67,0.65,2.309,0.014,0.015,0.00055,0.00002,0.00002,4431,74,0.36,0.05,1.45,0.2,0.19,13.82,0.75,0.74,2.317,0.015,0.015,0.00055,0.00002,0.00002,296.73566,49.941761
11773146,1,0,J19460913+4955123,83.115,12.321,4089,66,     ,     ,0.74,0.08,4.17,0.24,"KASC,PUBLIC,LUMINOUS_RGB                     ",4039,93,-0.23,0.06,1.2,0.53,0.26,32.91,6.28,2.88,1.477,0.027,0.025,0.00003,0,0.00001,4196,93,-0.18,0.06,1.62,0.54,0.64,37.94,5.49,7.51,1.49,0.025,0.027,0.00003,0.00001,0.00001,296.53806,49.920109
11824403,1,0,J19464438+5002378,83.272,12.295,4225,71,     ,     ,0.45,0.19,3.54,0.35,"KASC,PUBLIC,LUMINOUS_RGB                     ",3978,103,-0.47,0.07,1.26,0.54,0.41,38.82,7.75,5.25,1.36,0.049,0.054,0.00002,0.00001,0,4135,103,-0.45,0.07,1.78,0.51,0.65,45.04,9.88,11.33,1.383,0.046,0.047,0.00002,0.00001,0,296.68494,50.043839
11824976,1,0,J19474410+5000056,83.31,12.134,4865,80,4629,73,4.08,0.1,37.1,0.92,PUBLIC                                       ,4622,85,-0.02,0.06,1.42,0.18,0.17,11.56,0.61,0.59,2.462,0.012,0.012,0.00092,0.00004,0.00004,4667,85,0,0.06,1.44,0.19,0.18,11.62,0.64,0.6,2.464,0.012,0.012,0.00091,0.00004,0.00004,296.93378,50.001572
11774110,1,0,J19474663+4958251,83.288,12.115,4756,76,4524,69,4,0.09,35.37,1.16,PUBLIC                                       ,4530,79,0.12,0.05,1.28,0.17,0.15,11.34,0.56,0.53,2.437,0.015,0.016,0.00088,0.00003,0.00003,4599,79,0.18,0.05,1.32,0.18,0.16,11.43,0.62,0.55,2.44,0.015,0.015,0.00088,0.00003,0.00003,296.94431,49.973652
11973853,1,0,J19465756+5021258,83.572,12.41,5064,87,4929,83,14.48,0.34,204.22,5.65,"KASC,SEIS_DWARF                              ",4909,88,-0.09,0.06,1.59,0.18,0.18,5.14,0.23,0.24,3.215,0.012,0.013,0.01164,0.00039,0.0004,4878,88,-0.12,0.06,1.55,0.17,0.17,5.1,0.22,0.23,3.213,0.012,0.013,0.01167,0.00041,0.00039,296.73987,50.357182
12121207,1,0,J19464551+5040254,83.844,12.586,4948,109,4711,99,3.59,0.07,27.4,0.95,"KASC,PUBLIC                                  ",4709,97,-0.32,0.07,1,0.12,0.1,11.22,0.48,0.43,2.336,0.015,0.014,0.00071,0.00002,0.00002,4731,97,-0.37,0.07,1,0.12,0.11,11.23,0.49,0.45,2.337,0.016,0.014,0.00071,0.00002,0.00002,296.68964,50.67374
12120327,1,0,J19451497+5036578,83.678,12.771,4914,98,4812,94,4.02,0.11,34.28,0.7,PUBLIC                                       ,4612,88,-0.11,0.06,1.19,0.14,0.12,11.01,0.55,0.53,2.428,0.01,0.01,0.00089,0.00004,0.00003,4660,88,-0.1,0.06,1.2,0.13,0.12,11.07,0.54,0.51,2.43,0.01,0.01,0.00089,0.00003,0.00003,296.31238,50.616081
12120872,1,0,J19460952+5039501,83.79,12.665,4993,96,4775,88,8.46,0.16,98.32,3.68,PUBLIC                                       ,4683,85,-0.02,0.06,1.38,0.19,0.17,7.04,0.35,0.33,2.883,0.017,0.018,0.00395,0.0001,0.0001,4712,85,-0.01,0.06,1.41,0.19,0.17,7.1,0.34,0.32,2.885,0.017,0.017,0.00394,0.0001,0.0001,296.5397,50.66394
11823838,1,0,J19455292+5002304,83.204,12.416,5105,91,4892,84,4.47,0.09,42.11,1.14,PUBLIC                                       ,4819,101,-0.42,0.07,1.54,0.19,0.16,11.17,0.53,0.47,2.527,0.013,0.013,0.0011,0.00003,0.00003,4812,101,-0.51,0.07,1.54,0.18,0.16,11.18,0.52,0.48,2.527,0.013,0.013,0.0011,0.00003,0.00003,296.47052,50.041801
11722424,1,0,J19452143+4953480,83.032,12.424,4748,79,4569,73,2.72,0.05,22.55,1.28,PUBLIC                                       ,4417,83,0.03,0.05,1.41,0.28,0.23,15.13,0.97,0.93,2.227,0.024,0.025,0.00041,0.00001,0.00001,4517,83,0.09,0.05,1.55,0.31,0.3,15.6,1.04,1.1,2.24,0.025,0.027,0.00041,0.00001,0.00001,296.33932,49.896671
