Inference for Stan model: anon_model_36d21e616971c881d1e45dd863be4cb0.
4 chains, each with iter=12000; warmup=6000; thin=1; 
post-warmup draws per chain=6000, total post-warmup draws=24000.

                   mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
numax[13]         46.93    0.03   0.33   46.3   46.7  46.92  47.15  47.58  123.0   1.01
numax[14]         53.78    0.02   0.26  53.26  53.61  53.78  53.96  54.28  193.0   1.02
numax[15]         51.44    0.02   0.26  50.94  51.26  51.44  51.61  51.94  202.0   1.02
numax[16]         53.19    0.02   0.26   52.7  53.01  53.19  53.37  53.69  230.0   1.01
numax[17]         89.51    0.04   0.44  88.62  89.21  89.52  89.81  90.32  118.0   1.01
numax[18]         46.57    0.02   0.24  46.11  46.42  46.57  46.72  47.06   94.0   1.04
numax[19]         63.14    0.02   0.28  62.59  62.96  63.14  63.33  63.69  159.0   1.03
numax[20]         48.82    0.02   0.35  48.17  48.57   48.8  49.05  49.58  223.0   1.02
numax[21]        104.14    0.02   0.32 103.54 103.93 104.13 104.35  104.8  197.0   1.01
numax[22]         50.99    0.02   0.31  50.42  50.78  50.98   51.2  51.62  156.0   1.01
numax[23]          57.2    0.04   0.45  56.36  56.89   57.2   57.5  58.12  148.0   1.02
numax[24]         94.77    0.04   0.37  94.05  94.52  94.78  95.03  95.46   93.0   1.03
numax[25]         45.79    0.04    0.4  45.02  45.52   45.8  46.07  46.55   90.0   1.07
numax[26]         67.84    0.02    0.3  67.27  67.63  67.84  68.04  68.43  176.0   1.01
numax[27]         56.65    0.04   0.43  55.77  56.37  56.67  56.94  57.47  129.0   1.04
numax[28]         83.41    0.04   0.56  82.29  83.04  83.41  83.78  84.51  178.0   1.01
numax[29]         98.32    0.05   0.79  96.76   97.8  98.34  98.87  99.83  234.0   1.03
numax[30]         50.49    0.02   0.35  49.81  50.25  50.49  50.72  51.17  214.0    1.0
numax[31]         93.08    0.05   0.63  91.87  92.67  93.07  93.48  94.35  180.0   1.01
numax[32]         58.81    0.03   0.27  58.29  58.63  58.81  58.99  59.33  109.0   1.04
numax[33]         66.55    0.04   0.39  65.81  66.27  66.53  66.82   67.3   96.0   1.07
numax[34]         64.04    0.03   0.43  63.21  63.76  64.04  64.32  64.92  201.0   1.01
numax[35]         48.45    0.06   0.23  48.01   48.3  48.45  48.61   48.9   13.0   1.16
numax[36]         48.91    0.03   0.42  48.08  48.64  48.91   49.2  49.74  173.0   1.01
numax[37]         45.47    0.02    0.3   44.9  45.27  45.47  45.68  46.07  240.0   1.01
numax[38]         52.55    0.04   0.57  51.44  52.15  52.55  52.95  53.66  189.0   1.02
numax[39]         57.29    0.04   0.41  56.51  57.02   57.3  57.56  58.07   97.0   1.04
numax[40]         89.34    0.02   0.26  88.85  89.16  89.33  89.51  89.86  177.0   1.04
numax[41]        103.58    0.03   0.44 102.68 103.28 103.57 103.87 104.45  182.0   1.04
numax[42]         99.96    0.08   0.62  98.81  99.53  99.95 100.37 101.22   60.0   1.06
