,KIC,dnu,numax,epsilon,alpha,A,G,phi,tau,met,mass,logage
213,9579860,5.88192126569,55.468369395799996,0.09849128136339999,0.0149702452093,0.0274089848558,2.2037460997,2.30342755789,5.93954529015,-0.168,0.983,4.018
214,10291535,8.55697227468,116.29515515700001,0.167918378303,0.008234183612420001,0.0204266003044,2.93636832856,2.99900073992,10.5450399219,-0.061,2.74,2.626
215,11456449,9.36800925528,114.609043391,0.19710616076499998,0.00738285784248,0.012323714535100002,2.94868055041,2.8566585002099996,3.09502079671,0.082,1.512,3.421
216,10849541,2.8263454160799997,21.5659208391,-0.060338556999199995,0.08650084929919999,0.16910608920899997,5.66651398334,-4.14739981748,,-0.181,1.028,3.945
217,1433730,4.06009512658,40.0291130647,0.0431353974072,0.0148071082372,0.0277314333299,2.8507130690499998,1.0427055204200002,11.3406193552,-0.029,1.763,3.155
218,12314910,2.93687195269,22.7086157409,0.00134798217554,0.0189373959921,0.0425347277896,2.46186056453,0.24939502461399998,7.55018005398,-0.177,1.187,3.724
219,10524715,6.2907512494199995,64.2250708024,0.11993812577400001,0.0134420596334,0.021190012862800003,2.45750894628,1.83675626617,10.233562797100001,-0.196,1.322,3.537
220,8283646,6.11876400909,65.8910659958,0.101635779254,0.0132609045757,0.023131216468500002,2.64319560466,1.8955476054599998,7.28182888565,0.186,1.517,3.45
221,6262867,3.7391766216500004,30.7759083514,0.0265748546023,0.0165492182374,0.0326037322705,2.7054066956000002,1.09609674431,9.75883693097,-0.266,0.966,4.005
222,9456478,2.54389798317,19.7650403108,-0.04835645181750001,0.0208177757649,0.0467228932424,2.50499482258,0.441627227905,8.49684733805,-0.019,1.168,3.783
223,4262505,7.952033865010001,89.2643234426,0.148224969453,0.012512892857500001,0.020137506484,2.81269064422,2.4815607895099996,6.89259062241,-0.14,1.366,3.514
224,10459696,5.86457791387,61.5465053716,0.0884970257581,0.0131326707259,0.0202977284594,2.7402321098400004,2.29617371004,9.73403163694,0.198,1.385,3.597
225,11716326,16.7587702948,222.919130074,0.33552265917199997,0.0072585901911,0.0101206265731,2.9909307945599997,2.7239374593299996,5.80641393915,0.146,1.06,3.99
226,11361765,9.209004350619999,104.078594273,0.187323233685,0.012914842527299998,0.015955204419499998,3.4349796936000003,2.1239939306099997,8.51355619742,-0.234,1.224,3.64
227,11126673,5.65320090137,55.907664866400005,0.111146947804,0.0123655295315,0.0234493816939,2.60604783176,2.12600041539,3.3188594449,-0.02,1.168,3.781
228,6117517,10.1089466798,119.997164159,0.22955064593600003,0.009652156446940001,0.0150629719285,2.81175906768,2.2993147455500003,6.5440694617799995,0.298,1.192,3.847
229,5112481,0.923189185714,5.67978519398,-0.495169085981,0.116363697774,0.17037076448600003,3.36464811592,-4.5562165423100005,,0.09,1.45,3.495
230,8283958,3.98993071119,35.6732493903,0.020654219307400003,0.015825775556,0.0291344905487,2.16660321894,1.2593820697799998,10.9191018875,-0.18,1.319,3.565
231,8350645,5.2443026311,54.1958401467,0.07439393232149999,0.013752151921399999,0.0273873471691,2.76071823297,1.5718764862,11.754949356400001,0.133,1.537,3.42
232,10864711,4.85483165601,45.0643490924,0.07695739849939999,0.0140447893651,0.025978703175800002,2.48940225635,1.71384272113,10.439033604199999,-0.018,1.117,3.849
233,10207321,6.69589475122,65.020140326,0.137736210523,0.0147376455363,0.0244764756148,2.37895743789,2.4477928375499998,6.40307426822,-0.357,0.958,3.982
234,10159217,5.441974617610001,54.4598921672,0.08840306858750001,0.0149012570029,0.0242737373588,2.80017583519,1.9458181566599997,9.21472792874,0.166,1.356,3.623
235,2569618,5.6456373364,55.7688089753,0.11441594494200001,0.0161202597756,0.0236298187434,3.23007392072,1.50901486337,9.92268421578,0.402,1.164,3.903
236,11180468,5.0363969842900005,51.489687320600005,0.07187542669239999,0.013253781853799999,0.0216961977675,2.64205817218,1.55408669224,9.91254347123,0.222,1.465,3.519
237,3527032,4.54406195956,43.039234818000004,0.046889964938599996,0.0156065748621,0.0283118617558,2.23172564863,2.1495488111200003,7.82950668483,-0.147,1.365,3.522
238,9002344,4.35527684977,43.4874577742,0.0682941133652,0.012951238351100002,0.024496924213600002,3.2674554126200004,0.26314580384799996,10.5718869888,-0.041,1.738,3.201
239,6590363,3.61850800107,31.5231120399,0.009435011998620001,0.0161663604462,0.031953074343500004,2.0822549123900003,2.3840092955400003,9.7804144591,0.067,1.191,3.785
240,6101471,9.20929217207,105.380123163,0.188987509907,0.0101583142563,0.0172084971447,2.8593811454000004,2.15699281499,9.55862508017,-0.106,1.295,3.59
241,11350954,2.47767455554,20.8850794236,-0.314012084397,0.044156309715900004,0.0788241715546,4.20426786942,-1.9996552050799998,,-0.108,1.909,3.038
242,11560939,12.4384344087,162.643067354,0.237933598623,0.0076903190846199995,0.0223368301882,1.50828850361,3.68399185001,4.52185014264,0.057,1.437,3.493
243,8154383,6.37564645411,66.8568760293,0.136133483977,0.011720568454100001,0.0219696146857,2.7609953139499996,1.9014271701700003,9.65768750781,0.261,1.218,3.806
244,11045572,6.00387113507,64.2605701383,0.09835038342949999,0.008726768233709999,0.0215018824329,2.37666618065,1.0617118113,9.89278266467,0.168,1.453,3.514
245,9511938,4.90381527066,49.1593939953,0.08078650111939999,0.011841045465,0.0320974561884,1.4823563068,1.9274528745800001,5.39816654213,0.183,1.366,3.619
247,10025321,10.4595360237,131.606006536,0.208950767672,0.00852406567463,0.0163641496196,3.0228668509900003,2.66473301938,10.3515442653,0.044,1.543,3.385
248,10866415,8.75010929695,95.4196266869,0.187767639749,0.0118673257803,0.0218356120375,2.5495051616900004,2.35940356437,9.107159674910001,0.054,1.087,3.924
249,3424105,5.13793777789,51.54685543430001,0.0957988152682,0.0121036477872,0.020074549755900003,2.6500490242700003,1.53467199954,11.0359406871,0.253,1.349,3.654
250,9291830,4.3740605204800005,46.5807813999,0.0421864259456,0.0125189180756,0.029801566132400002,3.69240455784,0.6793026664219999,11.0942817255,0.022,2.313,2.87
251,4906950,5.21553642514,53.4527328341,0.117263756316,0.00940765835842,0.0297237798784,2.757924418,1.83093161931,11.413878717100001,0.192,1.377,3.607
252,9883123,8.271843310549999,94.3560402166,0.15149193693,0.011665107444299999,0.0124429062803,3.13953306371,2.48794285231,9.62287854456,-0.071,1.389,3.518
253,11513798,8.32867462001,91.72781145639999,0.18800974252,0.011999533474099999,0.0174583933339,2.7822798101200004,2.32816899007,10.7301233128,0.291,1.12,3.943
254,10136291,4.06828999733,34.113773450100005,0.051813126548300004,0.017370044125299997,0.0300794154295,2.24703424979,1.91747842354,8.77178196831,-0.185,0.958,4.053
255,12314927,2.0635341195900003,14.5905017869,-0.40151411621399996,0.0487280097614,0.175418418965,3.9796896853099994,-2.09412704646,,-0.165,1.318,3.573
256,8284032,4.27306732167,38.9740378854,0.045617789838199994,0.0133608370157,0.029202991246400002,2.42470648972,1.52509167363,7.25578351041,-0.279,1.281,3.582
257,9713617,12.508041410899999,155.631499287,0.274932941365,0.008500963661359998,0.0110503508393,3.00767833088,2.24841065419,3.1821117629000004,0.422,1.134,3.942
258,9583720,5.66762563135,56.3884996704,0.113621355566,0.014075358102799999,0.025738280367499998,2.73522209088,2.074657216,9.23086844383,0.102,1.213,3.772
259,8737032,4.42087662795,42.5743243115,0.0315813057081,0.0145861183473,0.029936828273900002,2.33548789983,2.4992379736099997,8.31770088957,-0.034,1.48,3.432
260,3527891,3.51587880451,31.511315343899998,0.042129562412,0.0146138496921,0.0362217647762,2.52934461402,0.7293913710719999,8.93519028357,0.072,1.316,3.639
261,6262706,5.6894581549900005,58.901707038400005,0.097801670139,0.0159587946558,0.022204963037400004,3.3938970154000003,1.25547532758,10.9076081557,-0.069,1.486,3.42
262,12120230,5.28443244239,50.4896827913,0.10004231013699999,0.0151765503948,0.025193087083900004,2.83635865004,1.70088090389,5.937778514650001,-0.212,1.21,3.662
263,2436209,5.71906116163,57.162537408199995,0.09002657501900001,0.016099744511100002,0.023560347629299996,2.8247490781700004,1.5854035449200001,9.14089043694,0.428,1.169,3.901
264,6928997,10.0066131005,122.98663870899999,0.24067242712499998,0.008409608900270002,0.0171614672842,2.85173513537,2.29220833345,10.047267014900001,0.25,1.385,3.605
265,3120486,10.6403303098,139.256096891,0.208888463558,0.00868485862993,0.0144524292439,3.0575066362700003,2.5150775305,5.54364461648,0.228,1.633,3.339
266,9764708,2.8672508687900002,31.286505944499996,-0.452759629032,-0.030744923941099997,0.363680753281,3.87158848258,-0.81240294522,,0.052,1.837,3.134
267,11298776,4.51991772445,40.0738132175,0.0545082883244,0.0172507101191,0.0248462652903,2.07278745525,0.51435695492,8.887862802879999,-0.118,1.047,3.91
268,3633057,5.2322263866,50.7277759462,0.07262204635080001,0.0160891062133,0.023476398606400002,2.94514513947,1.9940768918400003,9.08494129288,-0.229,1.3,3.557
269,7672405,1.89552141926,14.119325874500001,-0.267286592772,0.059329491501799995,0.0945659002257,5.53583875788,-4.95305482736,,-0.393,1.544,3.281
270,11704163,4.78040551898,46.0463884421,0.066849918893,0.015203371306100001,0.027016266016599996,2.67001904671,1.88509780029,9.052026540810001,0.005,1.381,3.54
271,4057744,2.86435479907,25.6438763281,0.0213273723771,0.019148188081499998,0.054734580624900005,2.54543444964,-4.317693076399999,,0.035,1.661,3.286
272,11289822,6.7503004859899995,72.3543753494,0.142825953035,0.014397787480500001,0.0285435626127,2.7489287057200005,1.8826052948700003,9.19223467099,0.418,1.231,3.817
273,2140446,5.6542188406900005,57.6970404159,0.113622264443,0.0106834430088,0.025618324238999998,1.51867587699,2.0832254168,2.60779384337,0.302,1.264,3.762
274,3443483,10.682117570900001,134.73996313700002,0.218437193353,0.00785806619294,0.014766876898299999,2.85987851392,2.74305762087,4.0058883321900005,0.096,1.469,3.469
275,7430868,5.674602436640001,53.8124451278,0.11868414363299999,0.0128646533612,0.0242740108922,2.26072135533,2.15789766346,9.42100447822,-0.112,1.036,3.969
276,10992126,1.6395213619,7.76036212572,-0.120927751589,0.0233086956135,0.0621002652317,4.59466971209,-3.3783079896499997,0.645414288209,-0.443,0.843,4.162
277,5287610,6.16088148896,61.4189052355,0.12548914708699999,0.0107240412958,0.024496779360199998,3.3525322275200002,1.19025301783,6.00612675421,0.063,1.077,3.948
278,10473692,8.6419145843,93.4907788194,0.186462773481,0.0118711759204,0.0177316107426,2.5945406135900004,2.11261568844,10.512728176900001,0.004,1.082,3.929
279,9139859,6.832004180219999,72.9322545589,0.139791690828,0.0114979370748,0.0226071558837,2.7265918161,1.9819544440299999,6.83081488706,0.342,1.207,3.839
280,6678432,5.669498781690001,56.772066959600004,0.141100167785,0.0141395855546,0.0180297458648,3.749965127,1.2763400333200001,9.28031362469,0.195,1.163,3.865
281,4991033,5.26001038669,48.9348527891,0.08022466075519999,0.0174369380555,0.0268656829869,2.1173335426,2.12774527987,10.0131449236,-0.013,1.039,3.98
282,10213931,4.55032077078,42.9485857215,0.0337840277307,0.0152574691328,0.029505628572299998,2.2672867916299997,2.34230698979,5.02630283631,0.016,1.334,3.603
283,7346442,5.2011317968199995,48.6368257289,0.07477747610089999,0.016880471861,0.028733270405900003,2.6368799991599996,1.53021193033,8.83667769363,-0.168,1.121,3.813
284,11517524,8.83130788118,103.68281079,0.195198736754,0.007712513110850001,0.0225718526022,1.66446639305,3.49751121861,2.87438857001,0.241,1.374,3.616
285,8934264,1.44514857058,8.62824979415,-0.456847856383,0.127923240866,0.156669119757,4.293068552469999,-3.9292591733599997,,-0.352,1.01,3.897
286,4469602,3.4848657229900004,32.261027064400004,0.000259729601366,0.0140211112698,0.0341596369444,2.96164864239,1.16430140327,10.067268848,-0.064,1.683,3.241
287,9589638,4.388280717930001,40.1512221265,0.0709343885934,0.014059077349,0.027583219336299997,2.73739632949,1.3125612470299999,9.38352058908,-0.261,1.296,3.567
288,8955683,4.72981198901,47.3679875184,0.0631157845863,0.0134643938294,0.0319514358252,2.93457103042,0.022296535500500002,10.3489000791,-0.085,1.851,3.127
289,12116393,6.252447189830001,62.211366463599994,0.109010493053,0.014615223524200001,0.0224258804269,2.74972468505,2.26104585658,7.0684145786000006,0.075,1.102,3.909
290,8475025,9.62417211492,113.099946492,0.207157150252,0.0100272642427,0.0169024950262,2.5678748169,2.80502588604,10.7381025194,-0.032,1.322,3.592
291,5112744,4.40350036374,44.653550868100005,0.0321111128993,0.0129294101774,0.0276799963323,2.68259847901,1.0845909873100001,10.551215091,0.101,1.681,3.276
292,9820702,5.9726675808300005,61.5162208993,0.115796174326,0.0120668373929,0.023022123817599997,2.60160736328,1.93412868102,10.6160692822,-0.081,1.359,3.548
293,3747860,4.08331798008,36.0415693215,0.023637346627,0.0174424451715,0.0273686140499,1.9892152918400001,1.06023087731,10.497848366900001,-0.183,1.183,3.726
294,10157507,6.63393796242,68.1941342347,0.15097461642999999,0.0125947969343,0.0241722894868,2.64834789955,2.4479444446,11.4089407106,-0.014,1.182,3.761
295,11231549,3.41673644223,30.1652916886,0.00809108674618,0.0153736353642,0.0335965608598,2.1028890926700003,1.21410899258,10.810228688299999,0.026,1.314,3.64
296,10132247,6.4916449937000005,63.4978962741,0.132999651001,0.0134774355133,0.0197341117855,2.43294264598,2.5044219717400003,7.49619558205,-0.135,1.053,3.906
297,11410217,16.0514172372,228.98167257,0.354297101421,0.00673787479799,0.010804280156399998,3.30145372497,2.64839348093,10.7031521715,0.146,1.57,3.371
298,8802374,3.5908328782699996,31.4494958052,0.0183633095331,0.017334942122200003,0.0342526084432,2.5532712413099996,1.06744504189,10.8346750452,-0.25,1.345,3.51
299,6501676,4.79361032856,43.1471693698,0.0878344811368,0.0164140775277,0.0253177072327,2.62064163992,1.28161938089,10.5447068654,-0.096,1.049,3.943
300,9333501,3.4656876547099995,27.039244690100002,0.0232907894222,0.017393831116900002,0.0379510092565,2.49260915904,0.337653344808,4.0602314141199995,-0.437,0.964,3.956
301,9517542,2.66832586143,20.7280957629,-0.0180197621713,0.0145419777135,0.0445974622934,2.55902498317,0.159143451509,10.2596510085,-0.039,1.089,3.889
302,11244968,2.6861789717400004,23.835890912600004,-0.04360780352080001,0.018480443624900002,0.0426877028045,2.67023592293,0.0557097181563,11.383444351,-0.019,1.782,3.158
303,10525595,7.14375447754,117.002837905,-0.000384842500224,-0.101759439243,0.315874778841,5.4322243738800005,-3.2522579989200002,,0.003,1.607,3.296
304,11293804,3.92773024274,34.194735503800004,0.0274220486297,0.0171796380401,0.0268082555527,2.43385413949,1.59750206684,10.3839981627,0.044,1.14,3.851
305,11599342,10.7741477934,131.389537746,0.220533349458,0.00841181326308,0.0103604479044,3.05326578283,2.73988109197,9.19962076738,-0.056,1.328,3.586
306,11971940,4.63082133489,47.4016291899,0.0617838373491,0.009192174381350001,0.0263264789677,2.59703430263,1.8022921499400002,2.17325293532,0.353,1.589,3.421
307,10200377,12.509105959200001,143.31670314299998,0.24202791825599998,0.0108335626081,0.007766326745130001,3.4876082297800006,2.39411052681,4.59838868545,-0.519,0.953,3.96
309,9711349,2.19158893612,14.8351626287,-0.129034111699,-0.0434962626966,0.12058262874600001,5.8033081201900005,-2.2955504163400002,,-0.146,1.043,3.919
310,2696732,8.32762710197,91.6381313033,0.197140092596,0.010375081711499999,0.018058181454,2.61745768099,2.8398539235199998,4.403471027059999,-0.09,1.21,3.72
311,4638317,3.40040206389,27.9808214106,0.010456105854399999,0.0205611816617,0.0340558907099,2.31479322768,1.5705834118000002,9.965262690369999,-0.194,1.083,3.865
312,11568605,4.85400467228,49.7649218075,0.105304357361,0.00775102207496,0.031682030653900004,1.7125304138799997,1.59906383762,3.98988842431,0.173,1.541,3.429
313,9835626,5.4273491677,55.468912370299996,0.0859180736851,0.0140091916075,0.023366938758900002,2.80584848374,1.57651631061,10.954966456800001,0.202,1.379,3.61
314,8718745,10.3579009556,129.508970556,-0.555746440398,-0.118321730154,0.271016692284,4.3210841091,-0.33767061936899995,,-0.25,0.986,3.974
315,8415501,3.6049592469699996,31.7342062925,0.017287372287400002,0.0151817342271,0.0275720243607,2.28104240943,0.7062261886769999,10.51473226,-0.212,1.388,3.462
316,9080175,5.34425238187,48.4979659296,0.09441708750389999,0.0181373603381,0.022699065595400005,2.19507499975,1.3459486326299999,10.425921860499999,-0.337,0.951,4.021
317,11968334,11.3863757224,141.337863256,0.24160182018000004,0.009964592434290001,0.0137792041646,3.23073429666,2.36061441671,9.29702801531,0.257,1.307,3.695
318,11612603,8.09559659017,86.377161421,0.175153014102,0.012626024287,0.0206662490615,2.48878352848,2.10857447903,6.867150669090001,0.07,1.077,3.942
319,9967700,9.64496317349,108.47790377700001,0.191040395792,0.00907511793633,0.0156286243082,2.3905308161099996,2.03058943559,5.94636579799,-0.329,1.176,3.669
320,11204531,4.2040462210500005,41.1978301321,0.0473689634407,0.0137500472254,0.0277446897077,3.2529210130900004,1.32309710203,10.3586806912,-0.158,1.721,3.174
321,10328498,4.52016128128,43.0540764699,0.0750229879611,0.016416080079700003,0.0190498991623,3.0899179928400002,1.8280973703099999,1.2018938233,-0.02,1.368,3.547
322,4548564,6.00560545161,57.28524067319999,0.120260821838,0.013831320936700002,0.024015578179099998,2.2862878911,2.4139398254,9.87706050725,-0.203,1.006,3.98
323,11135910,3.66690769149,29.638076691,0.013746222780599998,0.0186507159203,0.0345899932531,2.23234858575,1.48495037432,7.65190018128,-0.415,1.001,3.898
324,6104786,13.8679161704,169.193687061,0.267122604684,0.00820261472887,0.013312196306799999,2.5644404053,3.58121247264,10.047887878200001,-0.272,1.083,3.826
325,9222389,3.55933227379,31.537417905,0.013906039903200001,0.0141718119994,0.0337068116114,2.6076692065500002,0.554618793855,9.538122104680001,-0.137,1.428,3.454
326,9350031,5.755173472619999,53.673154060600005,0.11782586677899999,0.0166909870395,0.028297885215300002,2.5649285493200003,1.6195479443399998,9.060025359880001,-0.291,0.943,4.045
327,9329200,6.805230717030001,75.6906983465,0.142872919041,0.0108468221443,0.0192212589002,3.19069377398,1.62291923671,6.096194550619999,0.322,1.433,3.571
328,9333290,2.93475991785,24.446204645100003,-0.0005619406054019999,0.015015644083499998,0.0384141782342,2.0695279330900003,2.55227592616,9.89954883444,0.069,1.272,3.688
329,2437496,0.875889221398,4.55611613422,-0.478410466771,0.0013720520579899999,0.163882989718,2.6925302832599995,-4.80377737474,,0.4,0.959,4.188
330,11722424,2.7582872094599997,23.5104037895,-0.229499724807,0.051865844350300006,0.0601561204155,6.51752514545,-4.75726612155,,0.131,1.567,3.393
331,9882446,4.96433173442,49.753205412700005,0.0778705263014,0.016597595900099998,0.0259348290013,2.91940247242,1.34275862416,8.96333949888,0.148,1.443,3.525
332,11358669,8.43721208827,98.1995037983,0.183202283174,0.010642774073299999,0.0179602705184,2.9196328383899997,2.2198482119599996,9.77893944666,0.183,1.398,3.575
333,11702195,5.63935492824,52.3147744817,0.11429601847899999,0.013981015711100001,0.0273939634804,2.2379411833300002,1.61281046403,7.55984027645,-0.287,0.97,4.002
334,10592924,5.39955856218,51.9943319622,0.0886304912613,0.015516731920399998,0.0251698323208,2.69897996854,1.79839975746,8.91848373389,-0.23,1.299,3.558
335,3429738,5.89364484077,56.10380636439999,0.100766257098,0.0148239029302,0.0250055178815,2.26020802638,2.27659033098,6.11988151487,-0.151,1.0,3.989
336,12115227,9.39698314746,98.28883907459999,0.18337261465399998,0.014722807405000001,0.012773883928100001,3.1576525690599997,1.9292319455400002,10.7690861031,-0.606,0.933,3.966
337,6191288,3.1345828878299997,25.1833681321,-0.0122488132899,0.018871829064200003,0.0378552776125,2.9089614685900003,0.49302920886000007,3.04873542306,-0.253,1.138,3.754
338,9833073,3.6254286044,31.834059317399998,0.0020692293903,0.0169097749172,0.0324460266385,2.73076302024,1.06035012522,10.9834991381,-0.1,1.348,3.54
339,3455760,4.84435666125,48.628768058999995,0.0693827379636,0.015078665229499999,0.0236314916157,3.3261498585000004,1.6529927952399999,11.1161449664,-0.005,1.407,3.531
340,4279700,3.4964346602900003,31.260608479200002,0.0218307143617,0.0145291807517,0.0415664690361,2.56826243753,0.8568889494480001,9.02746407582,0.081,1.363,3.588
341,4995788,13.5323728506,170.856879832,0.277385454318,0.00802573714984,0.015277929174600002,2.9632954207599997,2.5502925433200003,8.203917988410002,0.286,1.101,3.969
342,9783226,5.30917081611,53.296585120100005,0.0734072323525,0.0161658277624,0.0230261845474,3.1206633611,1.41846861079,9.902863354700001,0.071,1.366,3.581
343,5940060,5.653264902389999,52.5551639024,0.127852843538,0.0126868949214,0.0250558879426,2.55542991133,1.12617969236,10.930579713599998,-0.223,0.979,4.024
344,11342694,7.1147099555499995,75.36689254640001,0.161362552275,0.012839051074299999,0.021195774112,2.53813238577,2.02958471396,8.8518523984,0.285,1.169,3.877
345,10859779,7.3078904067999995,81.6465999147,0.11855717653100001,0.0117864835779,0.0203806551186,2.50829027429,2.9472730916400005,10.1614987904,0.219,1.359,3.628
346,3532734,11.8124557225,150.85907073200002,0.224519330659,0.008452072020219999,0.0184125993734,1.5349121090399998,0.36076151550200003,2.7163325956299995,-0.102,1.443,3.426
347,10793872,14.9216063808,183.459335582,0.297480322757,0.0080546740457,0.0125849700682,2.66376466286,3.02800000757,7.37736211672,-0.18,0.991,3.998
348,11559818,3.6412510942400003,38.1395388055,0.019981036988299998,0.016163075168899997,0.0450380792744,2.20897786099,-3.4804582005599998,,0.512,2.15,3.004
349,11191444,3.24695962334,26.735497863699997,0.0015761920486500002,0.0171469811982,0.0355116447353,2.4717011372599997,1.37459783981,8.2650317072,0.035,1.108,3.896
350,11453905,2.27730269146,16.822781726800002,-0.049753325451300005,0.021503415527499996,0.0462895907065,2.63516487701,-0.705166009835,9.49278762956,-0.151,1.062,3.892
351,9835436,3.00176936958,23.8622471902,-0.01166091089,0.018794440854499998,0.0411862984302,2.77532418496,0.573019973644,8.6388263608,-0.409,1.242,3.57
352,4659706,3.71618080541,36.9289574448,0.0453656383208,0.014341281712200001,0.0330042431251,2.19476963458,1.29306199425,11.4703891892,0.398,1.811,3.221
353,12168406,4.75236217051,45.2537818128,0.0682294693437,0.014647175430299999,0.021938100806400004,2.70964260101,1.5155753087700001,7.7569036558399995,0.406,1.149,3.925
354,11821439,4.77587592713,48.54227957770001,0.0804068124514,0.010677531750299998,0.0309708027255,2.4056386122599998,2.41141677717,11.0447262495,0.141,1.547,3.416
355,11294218,2.4062556386000002,18.860250792000002,-0.06160467926109999,0.0228741184714,0.044877244452999995,2.9076877704400004,0.975925657323,2.13739595256,0.035,1.27,3.691
356,11245307,3.8159707143199997,34.7310925945,-0.41108640885799996,0.054285581182000005,0.13794642343,3.60980635932,-2.44824715329,,0.096,1.462,3.487
357,2444348,3.23581371541,30.3067870978,-0.0145860797377,0.014201290806,0.0360225383211,2.72034113703,1.34093147366,9.735722407699999,0.157,1.708,3.269
358,11920678,4.081986399030001,37.2437401467,0.0371572408969,0.0171658751175,0.029909468742400004,2.14009287295,1.6832668437600002,9.83174915971,0.069,1.271,3.69
359,9029603,10.795779127000001,146.013323728,0.22566369204199999,0.00694090604803,0.017448583595900003,3.55556446581,1.92458197757,9.50923038102,0.342,1.756,3.257
360,7020371,2.1283996084,15.3265642275,-0.28874601579500003,0.0513306238052,0.0501320223136,5.06214730853,-3.54385042297,,-0.057,1.28,3.647
361,8693004,3.6362000589499996,34.8218654904,0.030555718323499997,0.0116392027165,0.035993251074099994,2.70529288672,1.3817677549,9.64850206375,0.032,1.708,3.249
362,12366537,4.7344401752800005,47.2721872995,0.0321673147744,0.0156307674047,0.0208094861372,2.9511285593900003,1.36033840662,10.9925856379,-0.063,1.566,3.342
363,6425301,6.138398566619999,60.2809826043,0.12461894505599999,0.014605904342700001,0.017696410355099997,3.14964571408,1.7984319247999998,2.36848330535,0.015,1.051,3.98
364,4271039,5.163616767980001,47.2559470291,0.0755027623218,0.0140569583989,0.0242328166868,2.41553844227,2.06924653291,11.026989823,-0.25,1.034,3.903
365,4937576,3.52478518355,33.2769578432,-0.03364230051000001,0.0284231817728,0.0371514860535,5.28300256938,-5.237920475809999,,0.084,1.613,3.334
366,9711231,5.13074952648,47.6535092606,0.070732213369,0.0146488867298,0.025162556118,2.33866573258,2.00347800738,10.8053565362,-0.103,1.085,3.873
367,6764229,6.07642907487,59.5009476105,0.111073596918,0.0131932019534,0.023532462116299998,2.31800832876,2.70514230025,6.612367841849999,-0.007,1.064,3.955
368,4378473,2.89746008921,23.2163118015,-0.212362861363,0.034377204797199995,0.14345665733100002,4.85824352174,-3.44653470105,,-0.233,1.228,3.64
369,11190768,17.357290373599998,230.393250532,0.34174926298,0.007516007116510001,0.00825453912297,3.29369934718,2.2366360308599997,11.7797618364,0.14,1.095,3.935
370,10199187,2.41484341476,17.5836680585,-0.0485360759731,0.0226103687115,0.0442175399283,2.08898915208,-0.23220331102699998,10.6139523128,-0.209,0.991,3.98
371,11669113,2.91546603332,24.193883616199997,-0.0104647389341,0.0178359972711,0.038332619807099996,3.0471265812299997,1.01481912708,10.690686380399999,-0.026,1.238,3.693
372,12470054,12.5491460248,161.352288251,0.257335433552,0.00810382360358,0.00984428505155,3.0411463446,2.86939554236,11.3503194194,0.15,1.324,3.647
373,10722175,9.509474763810001,113.64520668200001,0.17791487662,0.010128645983,0.0180247991078,2.7671057537,2.82210632833,8.897763280700001,0.232,1.353,3.635
374,5426041,5.02393697745,51.3913669074,0.075264352556,0.013112022445799999,0.022512762868499996,2.75331189523,1.7507875884900002,11.5914653171,0.184,1.42,3.559
375,6593623,3.01047410816,42.9364163631,0.944978197689,0.0033946084901300003,1.1502823920899998,2.88928211352,-6.27455020706,,0.027,1.235,3.732
376,10161943,6.2588004688100005,60.675085629099996,0.121166224662,0.0134985952746,0.0221320017902,2.08781795248,3.1484859411799997,2.7384153276,-0.272,0.985,3.976
377,12216750,8.79081188882,95.7357318984,0.20827175164700001,0.010807773505200001,0.017727731219200002,2.4895100983700003,2.43167660105,7.15866508972,0.051,1.084,3.929
378,5860093,5.5394670677999995,50.2612646773,0.11774491025699999,0.012987452250999999,0.021054698901299997,2.67538686312,1.18452096591,9.604870077360001,-0.399,0.955,3.988
379,11074543,6.022544465989999,58.034334361199996,0.0887689702771,0.0170007878775,0.0230706712875,2.41754893526,2.4327459105,7.410624503719999,-0.139,1.016,3.962
380,10847321,6.55202335191,69.20379504,0.111763404806,0.014052105917,0.0236059421277,2.64477757475,2.1883309347499997,9.78615536713,0.189,1.291,3.699
381,11514322,5.74092641633,60.841310424700005,0.09554962427899999,0.012817078153299999,0.0259704063894,2.68672843803,1.89453229001,9.05095779749,0.164,1.56,3.402
383,6587245,2.72924468977,24.172317503899997,-0.05967574557969999,0.015792664332299998,0.0993490372841,1.93791297308,-4.22198677247,,0.04,1.815,3.158
384,5112786,1.1468438735,7.836503975519999,-0.240175372982,0.0174379338805,0.13365517909000002,2.50260967669,-4.08112762993,,0.077,1.825,3.155
385,3531478,17.236918652,241.05718405,-0.5791040050680001,0.00520724579335,0.040086083426300004,3.0071478067000004,3.2546050521099996,,-0.034,1.353,3.547
386,4243803,1.8655920486500002,16.1199995599,-0.29319868835900004,0.024111071166500003,0.09957435035460001,3.44599232352,-4.493941065,,0.07,2.944,2.568
387,3645232,1.43996010574,8.19700253815,-0.452497966932,0.12467908699699999,0.58477103382,3.3609818711900004,-4.37600738972,,-0.636,0.975,3.893
388,3339894,3.35573904093,30.2163837299,-0.070257323239,0.0193145070035,0.027809303819900003,1.9788283047400002,-0.24636496561500001,,-0.223,1.818,3.098
389,5514079,6.88075129538,87.9925631264,-0.37241362617299995,-0.0637311381901,1.3072113098,2.0813992785799997,3.42010253929,,0.138,1.338,3.629
390,2437340,1.3800742437,8.6085696602,-0.302720526853,0.00790969243929,0.06957235850339999,3.5760003628600003,-3.41334439033,,0.423,0.985,4.157
