Inference for Stan model: anon_model_36d21e616971c881d1e45dd863be4cb0.
4 chains, each with iter=15000; warmup=7500; thin=1; 
post-warmup draws per chain=7500, total post-warmup draws=30000.

                  mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
phi[34]            2.3    0.02   0.33   1.68   2.06    2.3   2.55   2.91  363.0   1.01
phi[35]           0.96  6.2e-3   0.16   0.66   0.86   0.97   1.07   1.26  631.0   1.01
phi[36]           1.59    0.01   0.22   1.16   1.44   1.59   1.74   2.02  381.0   1.01
phi[37]            6.2  2.7e-3   0.06   6.05   6.16   6.21   6.25   6.28  550.0    1.0
phi[38]           2.32    0.02   0.26   1.67   2.19   2.35   2.49   2.73  171.0   1.01
phi[39]           1.45  9.2e-3   0.23   1.02    1.3   1.45   1.61   1.93  643.0   1.01
phi[40]           2.16  7.0e-3   0.14   1.89   2.06   2.16   2.26   2.46  428.0   1.01
phi[41]           0.08    0.01   0.26  -0.41   -0.1   0.07   0.25   0.59  322.0   1.01
phi[42]           1.57    0.01   0.25   1.06   1.41   1.58   1.73   2.05  304.0   1.01
phi[43]           0.88    0.14   0.51   0.32   0.54   0.69   0.98   2.07   12.0   1.46
phi[44]          -0.03    1.93   2.73  -5.04  -1.83   1.46   1.63   1.94    2.0  13.91
phi[45]           1.51    0.01    0.2   1.08   1.37   1.52   1.64   1.88  318.0    1.0
phi[46]           2.38  9.6e-3   0.18   2.02   2.27   2.39    2.5   2.68  339.0   1.01
phi[47]           1.71    0.01   0.23   1.28   1.56   1.71   1.86   2.17  419.0   1.01
phi[48]           1.92    0.01   0.23   1.47   1.76   1.92   2.08   2.38  421.0   1.01
phi[49]           0.49    0.01   0.26-5.9e-3   0.32   0.49   0.66   1.05  538.0   1.01
phi[50]           0.86    0.01   0.23   0.43   0.71   0.86   1.01   1.32  407.0   1.01
phi[51]           2.08  5.2e-3   0.13   1.86    2.0   2.08   2.16   2.35  587.0    1.0
phi[52]           -0.6    1.83   2.61  -4.91  -2.93   0.13   1.76   2.22    2.0   8.78
phi[53]           0.96    0.01   0.21   0.52   0.81   0.96    1.1   1.36  385.0   1.01
phi[54]           1.59    0.01    0.2   1.23   1.44   1.57   1.72   2.01  315.0   1.01
phi[55]           0.97  9.5e-3   0.22   0.54   0.82   0.96   1.12    1.4  530.0   1.01
phi[56]           1.22    0.96   1.37  -1.34   0.28   1.93   2.08   2.31    2.0   8.97
phi[57]           1.05  8.3e-3    0.2   0.68   0.91   1.04   1.18   1.46  562.0   1.01
phi[58]           1.67  9.3e-3   0.17   1.36   1.55   1.66   1.78   2.03  334.0   1.02
phi[59]           0.51    1.85   2.73  -5.78    0.3   1.81   2.12   3.02    2.0   3.75
phi[60]           0.11  9.0e-3   0.24  -0.36  -0.05    0.1   0.27   0.59  725.0    1.0
phi[61]          -0.42    0.01   0.34  -1.12  -0.64  -0.41  -0.19   0.23  608.0   1.01
phi[62]           0.11    0.01   0.23  -0.34  -0.04   0.11   0.27   0.57  530.0    1.0
