Inference for Stan model: anon_model_893ae0f30707a4f59ccad73c820dc14f.
4 chains, each with iter=36000; warmup=18000; thin=1; 
post-warmup draws per chain=18000, total post-warmup draws=72000.

               mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
dnu[155]       5.43  6.6e-5 7.2e-3   5.42   5.43   5.43   5.44   5.45  11952    1.0
dnu[156]       6.61  6.6e-5 6.6e-3    6.6   6.61   6.61   6.62   6.62  10094    1.0
dnu[157]       5.44  1.1e-4   0.01   5.42   5.43   5.44   5.45   5.46  10296    1.0
dnu[158]       6.76  6.0e-5 5.7e-3   6.75   6.76   6.76   6.76   6.77 9148.0    1.0
dnu[159]       6.47  8.8e-5 8.3e-3   6.45   6.46   6.47   6.48   6.49 8834.0    1.0
dnu[160]       5.27  7.1e-5 6.8e-3   5.26   5.27   5.27   5.28   5.29 9212.0    1.0
dnu[161]        6.5  1.1e-4   0.01   6.48   6.49    6.5   6.51   6.52 9719.0    1.0
dnu[162]       6.01  7.7e-5 8.2e-3   5.99    6.0   6.01   6.01   6.02  11472    1.0
dnu[163]       5.37  7.4e-5 7.2e-3   5.35   5.36   5.37   5.37   5.38 9473.0    1.0
dnu[164]       6.73  8.6e-5 8.8e-3   6.71   6.73   6.73   6.74   6.75  10441    1.0
dnu[165]       6.16  6.0e-5 6.4e-3   6.14   6.15   6.16   6.16   6.17  11292    1.0
dnu[166]       4.83  6.5e-5 6.9e-3   4.82   4.82   4.83   4.83   4.84  11134    1.0
dnu[167]       6.61  6.7e-5 6.6e-3    6.6   6.61   6.61   6.62   6.62 9952.0    1.0
dnu[168]       6.05  9.7e-5 9.1e-3   6.03   6.04   6.05   6.05   6.06 8833.0    1.0
dnu[169]       5.78  7.9e-5 7.4e-3   5.76   5.77   5.78   5.78   5.79 8814.0    1.0
dnu[170]       5.49  9.3e-5 8.7e-3   5.47   5.48   5.49   5.49    5.5 8885.0    1.0
dnu[171]       5.18  7.0e-5 7.4e-3   5.16   5.17   5.18   5.18   5.19  11252    1.0
dnu[172]       8.31  8.0e-5 8.3e-3    8.3   8.31   8.31   8.32   8.33  10698    1.0
dnu[173]       4.78  5.3e-5 5.9e-3   4.76   4.77   4.78   4.78   4.79  12251    1.0
