KIC,ns,dnu,numax,G,phi,tau,epsilon,alpha,A,IMass,Metallicity
10352615,"[7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0]",5.711438863152292,61.88531550575746,2.2195108309215743,2.9871183580905964,18.90638751611142,0.11820706105732623,0.010708853072973092,0.03321268608570548,1.68,-0.03
9536330,"[6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0]",2.673146714914022,22.18557444393812,2.190855870925319,1.2503296899060072,17.79922358539519,0.03468188698019077,0.011061247753794783,0.06874410549528982,1.64,0.04
6850177,"[7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0]",4.615177649340924,44.920759179200665,2.5838813746326306,2.535728899695475,14.73857450489762,0.07963442768493495,0.01623723471417131,0.0733115295909074,1.56,0.07
6853779,"[4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0]",1.8190213239978992,13.296705997868685,2.2894765472250014,3.618160941561565,22.694087831653498,0.2200733322010608,0.04991757064786576,0.06752358879409968,1.52,0.04
5689606,"[8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0]",3.9031588524713348,48.30798977202533,7.006963162085117,0.7497473630010619,45.35760387812809,0.24727954710573577,0.10323151301928185,0.19091254762334328,1.67,0.03
3733028,"[9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0]",13.329266569578063,179.97099253188853,4.463327211254463,2.606240068510368,17.21098760255234,0.21209980826350724,0.01028649627809558,0.02036796454996215,1.64,0.03
4140726,"[6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0]",4.9510706424455755,50.45691753451414,2.280731314776395,2.815888050021401,19.36663294706379,0.09454851980179341,0.012530167780667767,0.05144441375211907,1.61,0.06
4279700,"[6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0]",3.4728282999267335,30.479799640183245,2.3297895885673405,2.7342025416251556,16.62572004665224,0.07693125997739,0.01868952906410835,0.09578316687444507,1.5,0.05
4937576,"[7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0]",3.7766325340279456,39.57463753253819,2.5571315912705326,0.5041935396128314,27.855476212365616,0.288010960241425,0.03152380822127443,0.3209386184623655,1.65,0.05
5023732,"[6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0]",3.0605639003009815,26.659850470342086,2.0624337679963585,1.3626619201074794,17.478194248279152,0.03834405260786524,0.02482305362806933,0.046759713323730245,1.63,0.05
5112744,"[7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0]",4.3826707356266565,44.11553136033946,2.6151769035544365,2.227777594632004,16.445472066976112,0.07261446161951411,0.01712134407311087,-0.0700540909414382,1.68,0.03
5112072,"[9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0]",10.080036202648882,126.69263567679467,3.542091783703693,1.7741328432895733,18.48593128149007,0.16603185657968766,0.011371851578174424,0.00867567521822681,1.66,0.04
5113041,"[6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0]",3.3785383659125494,41.796279754407564,15.093449061464591,1.5686166818597176,50.42479668072248,-1.399463813887534,0.148362722397455,0.43711973217534433,1.6,0.01
5112481,"[4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0]",0.9746405494502597,5.463933183455568,4.714817639943982,1.6050173647556312,15.596720129212706,0.1597416422028239,0.025205689493832777,0.09391520698622353,1.55,0.05
8612520,"[7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0]",4.202434322974394,42.29305608633828,2.0960515337446197,1.6557288820490164,19.761925377309378,0.07113937224443988,0.013710795863142949,0.022546556381736364,1.7,0.13
9027871,"[7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0]",4.282504497644336,42.203814040052265,2.4813646088305994,1.6767359977950815,19.021761751254466,0.09435661051426499,0.014305076254606357,0.06194712247253185,1.72,0.22
3457618,"[6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0]",3.5788786998788904,34.052832444237936,2.089736440742789,3.0740793132920303,20.353754027620347,0.051297327089174345,0.011834262285289165,0.1400910278647616,1.89,0.18
