Inference for Stan model: anon_model_fcf36ecb9c937b17a466d4b2d8d7eb83.
4 chains, each with iter=180000; warmup=90000; thin=1; 
post-warmup draws per chain=90000, total post-warmup draws=360000.

              mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
A[27]         0.02  3.8e-5 3.6e-3   0.02   0.02   0.02   0.03   0.03 9273.0    1.0
A[28]         0.04  8.2e-5 7.9e-3   0.03   0.04   0.04   0.04   0.06 9317.0    1.0
A[29]         0.04  3.9e-5 4.2e-3   0.03   0.03   0.04   0.04   0.04  11550   1.01
A[30]         0.03  2.7e-4 4.5e-3   0.02   0.03   0.03   0.03   0.04  273.0   1.01
A[31]         0.03  4.5e-5 5.1e-3   0.02   0.03   0.03   0.03   0.04  12643    1.0
A[32]         0.04  2.5e-4 5.7e-3   0.03   0.04   0.04   0.04   0.05  535.0   1.01
A[33]         0.05  6.8e-4 6.4e-3   0.03   0.04   0.05   0.05   0.06   90.0   1.03
A[34]         0.02  1.3e-5 2.0e-3   0.02   0.02   0.02   0.03   0.03  22642    1.0
A[35]         0.04  4.4e-4 9.2e-3   0.02   0.03   0.03   0.04   0.06  443.0   1.02
A[36]         0.02  3.1e-5 3.4e-3   0.02   0.02   0.02   0.03   0.03  12434   1.01
A[37]         0.03  4.9e-5 4.3e-3   0.02   0.03   0.03   0.03   0.04 7624.0   1.01
A[38]         0.03  9.7e-5 7.8e-3   0.02   0.03   0.03   0.03   0.05 6530.0    1.0
A[39]         0.03  5.9e-5 6.4e-3   0.02   0.03   0.03   0.03   0.04  11752    1.0
A[40]         0.12    0.11   0.16   0.02   0.03   0.04    0.1   0.51    2.0   3.17
A[41]         0.03  4.0e-4 7.3e-3   0.02   0.02   0.03   0.03   0.05  337.0   1.01
A[42]         0.03  2.3e-4 7.3e-3   0.02   0.02   0.03   0.03   0.04  989.0   1.01
A[43]         0.03  5.9e-5 3.9e-3   0.02   0.02   0.03   0.03   0.03 4300.0   1.01
A[44]         0.06  1.8e-3 7.4e-3   0.04   0.05   0.06   0.06   0.07   18.0   1.07
A[45]         0.03  5.7e-4 5.0e-3   0.02   0.02   0.03   0.03   0.04   76.0   1.02
A[46]         0.04  1.1e-4 3.9e-3   0.03   0.04   0.04   0.04   0.05 1240.0   1.01
A[47]         0.04  9.5e-4 7.6e-3   0.03   0.03   0.04   0.04   0.06   64.0   1.03
A[48]         0.03  5.9e-5 4.8e-3   0.02   0.03   0.03   0.03   0.04 6460.0    1.0
A[49]         0.04  2.2e-3   0.01   0.03   0.04   0.04   0.05   0.07   33.0   1.05
A[50]         0.03  2.4e-5 2.9e-3   0.03   0.03   0.03   0.03   0.04  13673    1.0
lp__         -3257   16.16  28.51  -3305  -3277  -3261  -3238  -3197    3.0   1.63

Samples were drawn using NUTS at Sun Mar  3 22:32:22 2019.
For each parameter, n_eff is a crude measure of effective sample size,
and Rhat is the potential scale reduction factor on split chains (at 
convergence, Rhat=1).
